0.0000	-1.29915	2.92147	1
0.0007	-1.59441	0.472999	0	
0.0013	1.74204	0.472999	0	
0.0020	3.89745	1.39117	0	
0.0027	2.98214	-0.751234	0	
0.0033	2.06683	-1.97547	0	
0.0040	3.2774	0.166941	0	
0.0047	5.10802	0.472999	0	
0.0053	4.81276	0.472999	0	
0.0060	2.65735	6.90022	0	
0.0067	2.06683	10.5451	0	
0.0073	4.48797	4.1457	0	
0.0080	6.64338	-0.751234	0	
0.0087	7.55869	0.779058	0	
0.0093	8.17874	-0.445176	0	
0.0100	8.17874	-3.17188	0	
0.0107	7.55869	-0.445176	0	
0.0113	6.02333	0.472999	0	
0.0120	4.19271	-2.86582	0	
0.0127	4.81276	-1.97547	0	
0.0133	6.64338	2.30935	0	
0.0140	6.64338	2.30935	0	
0.0147	4.81276	0.472999	0	
0.0153	2.98214	-1.36335	0	
0.0160	2.65735	-4.09005	0	
0.0167	2.98214	-3.17188	0	
0.0173	2.65735	1.69723	0	
0.0180	0.826732	5.98205	0	
0.0187	0.826732	5.98205	0	
0.0193	3.89745	3.22752	0	
0.0200	4.81276	-1.36335	0	
0.0207	2.36209	-5.9264	0	
0.0213	-0.0885784	-6.53852	0	
0.0220	-0.679101	-5.31429	0	
0.0227	-1.29915	-5.9264	0	
0.0233	-1.59441	-7.76275	0	
0.0240	-2.50972	-7.76275	0	
0.0247	-3.12977	-6.84458	0	
0.0253	-1.59441	-6.84458	0	
0.0260	-0.679101	-7.15064	0	
0.0267	-3.42503	-5.00823	0	
0.0273	-4.34034	-2.28153	0	
0.0280	-1.59441	-2.55976	0	
0.0287	-1.59441	-4.39611	0	
0.0293	-5.58044	-3.47794	0	
0.0300	-7.08627	0.472999	0	
0.0307	-6.17096	5.06387	0	
0.0313	-6.17096	7.79058	0	
0.0320	-7.08627	7.79058	0	
0.0327	-8.32637	6.28811	0	
0.0333	-8.62163	5.06387	0	
0.0340	-5.25565	3.22752	0	
0.0347	-5.25565	3.22752	0	
0.0353	-8.91689	5.67599	0	
0.0360	-6.79101	8.40269	0	
0.0367	-3.42503	9.62693	0	
0.0373	-4.34034	6.28811	0	
0.0380	-2.50972	1.08512	0	
0.0387	0.53147	-0.445176	0	
0.0393	-2.21446	-0.445176	0	
0.0400	-4.04508	-2.28153	0	
0.0407	-1.29915	-3.17188	0	
0.0413	-1.29915	-4.09005	0	
0.0420	-2.50972	-7.15064	0	
0.0427	-0.679101	-9.90516	0	
0.0433	1.44678	-10.8233	0	
0.0440	1.74204	-9.5991	0	
0.0447	0.826732	-7.15064	0	
0.0453	0.826732	-8.06881	0	
0.0460	2.65735	-9.90516	0	
0.0467	2.65735	-5.9264	0	
0.0473	0.53147	-2.55976	0	
0.0480	0.53147	-3.17188	0	
0.0487	0.236209	0.779058	0	
0.0493	-0.679101	2.30935	0	
0.0500	1.15152	-3.47794	0	
0.0507	0.236209	-4.39611	0	
0.0513	-1.29915	-1.36335	0	
0.0520	2.98214	-4.39611	0	
0.0527	4.81276	-5.9264	0	
0.0533	-0.38384	-3.17188	0	
0.0540	-2.21446	-2.55976	0	
0.0547	0.236209	1.39117	0	
0.0553	-2.50972	5.98205	0	
0.0560	-4.96039	3.53358	0	
0.0567	-2.21446	2.00329	0	
0.0573	-1.29915	5.06387	0	
0.0580	-2.83451	5.06387	0	
0.0587	-3.42503	4.75782	0	
0.0593	-3.74982	4.1457	0	
