0.0000	-2.25164	0.581912	1
0.0007	-0.721227	-1.25003	0	
0.0013	1.10823	-1.8535	0	
0.0020	2.3308	-1.55176	0	
0.0027	1.10823	-6.74586	0	
0.0033	-1.02907	-11.3149	0	
0.0040	-0.114341	-11.6167	0	
0.0047	1.40727	-13.1469	0	
0.0053	-1.02907	-13.7504	0	
0.0060	-3.77325	-10.4098	0	
0.0067	-2.25164	-9.78474	0	
0.0073	-2.25164	-11.0132	0	
0.0080	-4.38893	-9.78474	0	
0.0087	-2.85852	-8.27608	0	
0.0093	-1.02907	-8.87954	0	
0.0100	-2.25164	-7.65106	0	
0.0107	-0.422182	-3.98717	0	
0.0113	1.10823	-0.0215523	0	
0.0120	-4.08109	0.28018	0	
0.0127	-7.13311	-2.15523	0	
0.0133	-3.4742	-0.646568	0	
0.0140	-0.721227	3.3406	0	
0.0147	-1.9438	3.94407	0	
0.0153	-4.08109	3.94407	0	
0.0160	-4.69677	6.07774	0	
0.0167	-3.16636	4.2458	0	
0.0173	-1.02907	1.50866	0	
0.0180	-1.33691	2.41386	0	
0.0187	-3.77325	1.81039	0	
0.0193	-3.77325	-1.25003	0	
0.0200	-1.02907	-0.0215523	0	
0.0207	-1.02907	2.41386	0	
0.0213	-3.16636	1.50866	0	
0.0220	-2.25164	2.11212	0	
0.0227	0.1935	1.50866	0	
0.0233	-1.02907	-1.8535	0	
0.0240	-1.33691	-2.47851	0	
0.0247	-0.422182	-2.15523	0	
0.0253	-3.77325	-5.21565	0	
0.0260	-7.44096	-4.61219	0	
0.0267	-7.13311	0.883644	0	
0.0273	-6.82527	0.883644	0	
0.0280	-6.21839	-1.55176	0	
0.0287	-4.69677	1.50866	0	
0.0293	-4.08109	3.64234	0	
0.0300	-4.99582	2.11212	0	
0.0307	-5.91055	3.3406	0	
0.0313	-7.13311	4.54753	0	
0.0320	-5.91055	3.01732	0	
0.0327	-3.77325	4.2458	0	
0.0333	-4.99582	7.60796	0	
0.0340	-3.4742	6.68121	0	
0.0347	1.10823	5.77601	0	
0.0353	0.800386	7.60796	0	
0.0360	-1.02907	6.98294	0	
0.0367	1.40727	4.2458	0	
0.0373	1.71511	3.3406	0	
0.0380	-0.114341	2.71559	0	
0.0387	2.3308	2.71559	0	
0.0393	3.54457	3.01732	0	
0.0400	1.10823	1.18538	0	
0.0407	1.10823	-0.0215523	0	
0.0413	2.62984	2.41386	0	
0.0420	1.40727	2.11212	0	
0.0427	1.10823	-1.55176	0	
0.0433	1.71511	-2.15523	0	
0.0440	2.02295	1.18538	0	
0.0447	1.71511	1.81039	0	
0.0453	-0.422182	0.581912	0	
0.0460	-2.25164	0.883644	0	
0.0467	0.492545	3.3406	0	
0.0473	2.02295	4.2458	0	
0.0480	-0.422182	0.581912	0	
0.0487	-1.02907	-1.8535	0	
0.0493	1.71511	0.28018	0	
0.0500	2.62984	2.41386	0	
0.0507	0.800386	0.883644	0	
0.0513	-2.55948	0.581912	0	
0.0520	-4.08109	1.50866	0	
0.0527	-0.114341	1.18538	0	
0.0533	4.16025	0.581912	0	
0.0540	4.4593	1.50866	0	
0.0547	6.90443	0.581912	0	
0.0553	9.95646	-0.646568	0	
0.0560	7.81916	-0.323284	0	
0.0567	5.37402	-0.323284	0	
0.0573	5.9897	-0.0215523	0	
0.0580	5.68186	1.18538	0	
0.0587	5.37402	0.581912	0	
0.0593	5.07498	-0.9483	0	
0.0600	2.02295	-0.323284	0	
0.0607	2.3308	0.581912	0	
0.0613	5.07498	0.28018	0	
0.0620	3.85241	2.41386	0	
0.0627	2.62984	3.94407	0	
0.0633	4.4593	0.883644	0	
0.0640	3.24552	-0.323284	0	
0.0647	1.10823	1.50866	0	
0.0653	2.02295	1.18538	0	
0.0660	2.3308	1.81039	0	
