0.0000	20.0552	6.47875	1
0.0007	18.5241	7.37999	0	
0.0013	12.734	7.07391	0	
0.0020	11.8175	6.47875	0	
0.0027	13.0359	5.25442	0	
0.0033	7.23498	3.41792	0	
0.0040	3.57975	0.969261	0	
0.0047	7.53688	0.0680183	0	
0.0053	9.36989	2.49967	0	
0.0060	6.63116	2.80576	0	
0.0067	4.48547	-0.238064	0	
0.0073	2.96515	-1.46239	0	
0.0080	-1.00276	-0.238064	0	
0.0087	-6.18909	-0.544147	0	
0.0093	-8.324	-0.850229	0	
0.0100	-7.72018	-2.07456	0	
0.0107	-6.49099	-4.8293	0	
0.0113	-5.27258	-3.91105	0	
0.0120	-5.27258	-0.850229	0	
0.0127	-6.49099	-2.07456	0	
0.0133	-6.80368	-3.60497	0	
0.0140	-6.49099	-2.07456	0	
0.0147	-5.58527	-3.91105	0	
0.0153	-1.91926	-5.73054	0	
0.0160	2.35056	-2.99281	0	
0.0167	3.88166	-0.238064	0	
0.0173	3.57975	0.969261	0	
0.0180	3.57975	1.27534	0	
0.0187	2.66325	0.0680183	0	
0.0193	1.13215	-0.544147	0	
0.0200	1.74675	-0.850229	0	
0.0207	2.66325	-2.07456	0	
0.0213	3.57975	-1.15631	0	
0.0220	3.57975	1.58143	0	
0.0227	1.43406	0.969261	0	
0.0233	-1.61736	0.0680183	0	
0.0240	-3.13767	0.680183	0	
0.0247	-3.13767	-1.15631	0	
0.0253	-4.66877	-4.8293	0	
0.0260	-10.157	-8.1792	0	
0.0267	-16.5617	-12.1413	0	
0.0273	-15.656	-13.0595	0	
0.0280	-11.0735	-7.87312	0	
0.0287	-9.8551	-3.60497	0	
0.0293	-11.0735	-4.8293	0	
0.0300	-13.2084	-6.03663	0	
0.0307	-14.7395	-4.52322	0	
0.0313	-7.72018	-3.91105	0	
0.0320	4.48547	-4.8293	0	
0.0327	9.36989	-2.99281	0	
0.0333	9.98448	2.49967	0	
0.0340	15.4727	3.724	0	
