0.0000	11.9721	2.93595	1
0.0007	16.5582	2.01706	0	
0.0013	16.5582	2.01706	0	
0.0020	17.7811	-0.112059	0	
0.0027	15.0295	1.72571	0	
0.0033	10.7491	4.77371	0	
0.0040	10.4434	2.01706	0	
0.0047	12.8893	1.72571	0	
0.0053	12.5836	3.85483	0	
0.0060	9.23652	2.01706	0	
0.0067	4.03897	1.09818	0	
0.0073	-0.836758	4.77371	0	
0.0080	1.8988	3.85483	0	
0.0087	11.3606	1.09818	0	
0.0093	13.195	1.09818	0	
0.0100	6.17914	1.09818	0	
0.0107	0.386196	1.09818	0	
0.0113	-6.34005	2.62218	0	
0.0120	-15.4961	2.62218	0	
0.0127	-15.8019	3.24971	0	
0.0133	-9.38135	5.37883	0	
0.0140	-5.72858	3.24971	0	
0.0147	-1.75397	-0.425824	0	
0.0153	-0.53102	0.806825	0	
0.0160	-6.34005	2.33083	0	
0.0167	-6.34005	2.33083	0	
0.0173	0.386196	1.41194	0	
0.0180	1.8988	-1.03094	0	
0.0187	0.0804575	-1.63606	0	
0.0193	-4.50562	1.72571	0	
0.0200	-16.1076	5.37883	0	
0.0207	-24.0407	7.82172	0	
0.0213	-18.2317	9.34572	0	
0.0220	-8.15839	8.42684	0	
0.0227	-1.44824	7.50795	0	
0.0233	-0.836758	6.58907	0	
0.0240	-2.67119	3.85483	0	
0.0247	0.675843	0.201706	0	
0.0253	4.65044	-1.94983	0	
0.0260	1.59306	-1.63606	0	
0.0267	-3.58841	1.09818	0	
0.0273	-2.05971	0.201706	0	
0.0280	5.26192	-4.39271	0	
0.0287	14.7237	-5.3116	0	
0.0293	17.4754	-3.47383	0	
0.0300	11.9721	-7.44072	0	
0.0307	12.5836	-12.3265	0	
0.0313	20.2109	-10.8025	0	
0.0320	19.5995	-9.27849	0	
0.0327	12.5836	-9.8836	0	
0.0333	10.1376	-8.04584	0	
0.0340	10.4434	-4.39271	0	
0.0347	6.48488	-2.55495	0	
0.0353	0.0804575	-1.34471	0	
0.0360	-4.81136	1.09818	0	
0.0367	-9.07561	2.62218	0	
0.0373	-13.3559	2.01706	0	
0.0380	-13.6617	1.09818	0	
0.0387	-11.8273	2.01706	0	
0.0393	-13.6617	2.62218	0	
0.0400	-16.4133	2.33083	0	
0.0407	-15.1904	4.45995	0	
0.0413	-13.3559	6.29772	0	
0.0420	-12.4387	3.24971	0	
0.0427	-7.25727	2.62218	0	
0.0433	-0.836758	6.58907	0	
0.0440	0.0804575	5.6926	0	
0.0447	0.0804575	1.09818	0	
0.0453	0.0804575	1.72571	0	
0.0460	-0.225281	4.77371	0	
0.0467	2.81601	4.45995	0	
0.0473	3.12175	3.54106	0	
0.0480	-1.1425	3.85483	0	
0.0487	0.981582	4.77371	0	
0.0493	6.17914	4.77371	0	
0.0500	5.56766	2.62218	0	
0.0507	5.56766	0.49306	0	
0.0513	7.70783	0.201706	0	
0.0520	4.03897	0.49306	0	
0.0527	-1.44824	3.85483	0	
0.0533	-5.42284	9.65949	0	
0.0540	-9.99282	9.95084	0	
0.0547	-11.8273	6.90283	0	
0.0553	-13.0502	9.65949	0	
0.0560	-22.8178	12.9988	0	
0.0567	-30.7509	10.2646	0	
0.0573	-24.9579	7.50795	0	
0.0580	-13.0502	5.98395	0	
0.0587	-0.53102	2.62218	0	
0.0593	12.2778	-0.112059	0	
0.0600	19.9052	-1.63606	0	
0.0607	22.0454	-4.99783	0	
0.0613	24.1855	-8.3596	0	
0.0620	22.9626	-8.96472	0	
0.0627	18.3765	-7.44072	0	
0.0633	20.8224	-7.12695	0	
0.0640	26.3257	-8.3596	0	
0.0647	24.797	-9.8836	0	
0.0653	22.0454	-9.8836	0	
0.0660	23.8798	-8.96472	0	
0.0667	22.9626	-8.3596	0	
0.0673	22.6568	-9.56984	0	
0.0680	22.6568	-9.8836	0	
0.0687	10.1376	-4.39271	0	
0.0693	-7.25727	0.806825	0	
0.0700	-16.4133	0.201706	0	
0.0707	-26.4705	1.09818	0	
0.0713	-36.2381	5.6926	0	
0.0720	-31.6681	2.93595	0	
0.0727	-26.4705	-2.24118	0	
0.0733	-31.0566	0.201706	0	
0.0740	-28.305	3.54106	0	
0.0747	-17.3145	1.09818	0	
0.0753	-14.8846	0.806825	0	
0.0760	-20.0661	5.06507	0	
0.0767	-22.512	6.58907	0	
0.0773	-19.7604	5.06507	0	
0.0780	-11.8273	4.16859	0	
0.0787	-3.58841	4.77371	0	
0.0793	1.8988	3.85483	0	
0.0800	3.73323	1.09818	0	
0.0807	1.8988	0.201706	0	
0.0813	-1.44824	2.01706	0	
0.0820	-3.89414	2.01706	0	
0.0827	-4.50562	0.49306	0	
0.0833	-1.75397	1.72571	0	
0.0840	4.65044	2.01706	0	
0.0847	11.9721	0.201706	0	
0.0853	14.1122	-1.03094	0	
0.0860	7.70783	-0.717178	0	
0.0867	-0.836758	-0.112059	0	
0.0873	-5.42284	0.201706	0	
0.0880	-9.07561	-0.717178	0	
0.0887	-15.1904	-0.717178	0	
0.0893	-23.1235	1.72571	0	
0.0900	-33.8082	2.62218	0	
0.0907	-42.0471	1.72571	0	
0.0913	-40.2127	3.54106	0	
0.0920	-26.4705	5.06507	0	
0.0927	-6.03431	4.45995	0	
0.0933	8.62505	5.06507	0	
0.0940	11.9721	5.6926	0	
0.0947	12.2778	2.93595	0	
0.0953	10.1376	-0.717178	0	
0.0960	0.981582	-3.47383	0	
0.0967	-3.58841	-4.07895	0	
0.0973	2.51027	0.201706	0	
0.0980	3.73323	4.77371	0	
0.0987	-3.89414	5.6926	0	
0.0993	-9.68708	7.2166	0	
0.1000	-11.5215	9.65949	0	
0.1007	-9.99282	8.42684	0	
0.1013	-4.19988	5.06507	0	
0.1020	-1.1425	2.93595	0	
0.1027	-0.53102	2.93595	0	
0.1033	5.56766	3.85483	0	
0.1040	10.4434	2.93595	0	
0.1047	8.31931	0.201706	0	
0.1053	8.31931	-0.425824	0	
0.1060	12.8893	-0.717178	0	
0.1067	16.5582	-1.94983	0	
0.1073	14.7237	-1.34471	0	
0.1080	9.23652	0.806825	0	
0.1087	8.31931	1.41194	0	
0.1093	16.2524	-0.717178	0	
0.1100	22.3511	-1.63606	0	
0.1107	19.9052	0.201706	0	
0.1113	13.8065	0.201706	0	
0.1120	9.83191	-2.24118	0	
0.1127	8.01357	-1.03094	0	
0.1133	2.20454	2.01706	0	
0.1140	-8.76987	0.806825	0	
0.1147	-12.7445	0.806825	0	
0.1153	-5.72858	3.54106	0	
0.1160	-3.58841	2.93595	0	
0.1167	-10.91	2.62218	0	
0.1173	-14.8846	5.06507	0	
0.1180	-15.4961	3.85483	0	
0.1187	-12.7445	2.62218	0	
0.1193	-4.81136	4.77371	0	
0.1200	1.8988	2.93595	0	
0.1207	3.73323	-1.34471	0	
0.1213	7.40209	-0.425824	0	
0.1220	9.83191	1.09818	0	
0.1227	6.79061	0.201706	0	
0.1233	4.95618	1.09818	0	
0.1240	5.56766	3.24971	0	
0.1247	2.20454	2.93595	0	
0.1253	-1.1425	2.01706	0	
0.1260	-1.75397	1.41194	0	
0.1267	-3.28267	1.09818	0	
0.1273	-1.44824	1.41194	0	
0.1280	7.09635	-0.425824	0	
0.1287	11.0549	-2.55495	0	
0.1293	5.26192	0.201706	0	
0.1300	-0.53102	3.85483	0	
0.1307	0.386196	4.45995	0	
0.1313	0.981582	2.93595	0	
0.1320	0.0804575	1.09818	0	
0.1327	0.0804575	1.41194	0	
0.1333	-1.75397	4.16859	0	
0.1340	-3.89414	5.06507	0	
0.1347	0.0804575	2.33083	0	
0.1353	6.17914	0.201706	0	
0.1360	6.17914	0.806825	0	
0.1367	1.59306	1.09818	0	
0.1373	-1.44824	0.201706	0	
0.1380	-1.75397	0.806825	0	
0.1387	-1.1425	2.93595	0	
0.1393	-2.05971	2.93595	0	
0.1400	-7.25727	1.72571	0	
0.1407	-16.1076	2.01706	0	
0.1413	-24.3464	2.33083	0	
0.1420	-24.6522	2.33083	0	
0.1427	-14.5789	2.62218	0	
0.1433	-4.81136	0.201706	0	
0.1440	-2.67119	-2.55495	0	
0.1447	0.0804575	-1.63606	0	
0.1453	9.52617	-1.63606	0	
0.1460	16.8639	-4.39271	0	
0.1467	18.6822	-6.20807	0	
0.1473	16.5582	-6.20807	0	
0.1480	7.70783	-4.07895	0	
0.1487	-3.89414	-0.425824	0	
0.1493	-7.56301	0.49306	0	
0.1500	-4.50562	-1.03094	0	
0.1507	-2.36545	-2.55495	0	
0.1513	-2.05971	-4.39271	0	
0.1520	-0.225281	-3.78759	0	
0.1527	2.81601	-1.34471	0	
0.1533	3.42749	-0.425824	0	
0.1540	-0.225281	-0.717178	0	
0.1547	-3.28267	0.201706	0	
0.1553	-2.67119	-1.03094	0	
0.1560	-1.75397	-2.86871	0	
0.1567	-1.1425	-2.86871	0	
0.1573	-1.44824	-3.47383	0	
0.1580	-4.19988	-2.24118	0	
0.1587	-7.25727	1.72571	0	
0.1593	-6.95153	1.09818	0	
0.1600	-3.89414	-1.03094	0	
0.1607	-2.67119	2.01706	0	
