0.0000	-4.98367	0.169775	1
0.0007	1.43895	-0.132048	0	
0.0013	9.96734	0.471598	0	
0.0020	12.7048	3.52756	0	
0.0027	16.39	5.05554	0	
0.0033	21.865	4.45189	0	
0.0040	20.04	5.35736	0	
0.0047	11.7923	5.961	0	
0.0053	8.14233	4.45189	0	
0.0060	9.65147	5.35736	0	
0.0067	14.5649	5.65918	0	
0.0073	18.215	3.52756	0	
0.0080	18.215	4.75371	0	
0.0087	15.4774	7.80967	0	
0.0093	10.2832	5.05554	0	
0.0100	9.05483	3.52756	0	
0.0107	16.39	7.18716	0	
0.0113	24.3217	6.88534	0	
0.0120	22.4967	1.39593	0	
0.0127	14.5649	-1.05638	0	
0.0133	4.49232	-2.58436	0	
0.0140	-9.86205	-6.54579	0	
0.0147	-20.2505	-11.4315	0	
0.0153	-17.7938	-14.1668	0	
0.0160	-10.4587	-11.1109	0	
0.0167	-3.7553	-4.71598	0	
0.0173	2.03558	-3.79165	0	
0.0180	0.807214	-7.45126	0	
0.0187	-4.6678	-6.54579	0	
0.0193	-3.43943	-2.26367	0	
0.0200	-0.105289	-2.88618	0	
0.0207	-1.93029	-7.14943	0	
0.0213	-5.29953	-9.28106	0	
0.0220	-6.49281	-8.07376	0	
0.0227	-8.35291	-6.84761	0	
0.0233	-9.54618	-7.14943	0	
0.0240	-9.26541	-4.71598	0	
0.0247	-4.98367	-1.05638	0	
0.0253	-0.105289	-1.66003	0	
0.0260	-1.93029	-2.26367	0	
0.0267	-7.40531	-0.132048	0	
0.0273	-6.49281	-1.05638	0	
0.0280	-2.52693	-3.18801	0	
0.0287	-1.01779	-0.132048	0	
0.0293	-1.01779	4.1312	0	
0.0300	-2.24616	3.22573	0	
0.0307	-5.5803	1.99958	0	
0.0313	-6.21204	2.3014	0	
0.0320	-5.5803	1.69775	0	
0.0327	-7.40531	2.62209	0	
0.0333	-11.0904	3.22573	0	
0.0340	-15.3722	0.471598	0	
0.0347	-18.3904	-0.433871	0	
0.0353	-19.338	1.09411	0	
0.0360	-19.338	0.169775	0	
0.0367	-18.1097	0.773421	0	
0.0373	-16.5654	4.75371	0	
0.0380	-15.3722	3.52756	0	
0.0387	-13.8279	0.773421	0	
0.0393	-12.9154	2.3014	0	
0.0400	-12.9154	1.69775	0	
0.0407	-14.4246	0.471598	0	
0.0413	-13.5121	5.35736	0	
0.0420	-4.6678	7.80967	0	
0.0427	5.08896	5.65918	0	
0.0433	3.57982	6.58351	0	
0.0440	0.210578	6.28169	0	
0.0447	6.31733	2.62209	0	
0.0453	12.4241	4.75371	0	
0.0460	13.9332	7.18716	0	
0.0467	16.39	2.3014	0	
0.0473	14.2491	-0.132048	0	
0.0480	6.91396	0.169775	0	
0.0487	2.94809	-2.88618	0	
0.0493	6.31733	-2.26367	0	
0.0500	10.5991	1.69775	0	
0.0507	8.14233	-0.132048	0	
0.0513	-3.15866	-1.66003	0	
0.0520	-10.1779	-0.132048	0	
0.0527	-9.54618	-3.18801	0	
0.0533	-12.9154	-6.54579	0	
0.0540	-17.7938	-5.92328	0	
0.0547	-15.6529	-8.37559	0	
0.0553	-13.8279	-8.07376	0	
0.0560	-15.6529	-1.66003	0	
0.0567	-11.0904	-0.433871	0	
0.0573	-4.07117	-1.05638	0	
0.0580	-0.701925	3.52756	0	
0.0587	1.71972	4.45189	0	
0.0593	3.26395	2.3014	0	
0.0600	2.66732	5.65918	0	
0.0607	7.22983	6.28169	0	
0.0613	15.4774	2.3014	0	
0.0620	20.04	3.52756	0	
0.0627	18.5308	3.52756	0	
0.0633	14.2491	2.62209	0	
0.0640	8.14233	6.58351	0	
0.0647	3.57982	7.18716	0	
0.0653	-1.01779	1.69775	0	
0.0660	-9.86205	0.773421	0	
0.0667	-19.0222	1.69775	0	
0.0673	-23.9005	-0.132048	0	
0.0680	-28.4631	-0.132048	0	
0.0687	-29.4107	-0.132048	0	
0.0693	-22.0755	-1.05638	0	
0.0700	-11.3712	0.773421	0	
0.0707	-1.01779	4.75371	0	
0.0713	9.05483	6.28169	0	
0.0720	14.5649	5.35736	0	
0.0727	15.7582	3.82938	0	
0.0733	21.865	1.99958	0	
0.0740	29.2001	1.09411	0	
0.0747	31.9376	-0.433871	0	
0.0753	34.0785	-1.66003	0	
0.0760	34.7102	0.471598	0	
