0.0000	-4.75961	4.62452	1
0.0007	-10.5514	2.47311	0	
0.0013	-11.1536	0.643411	0	
0.0020	-9.0318	0.341812	0	
0.0027	-6.59465	0.0402132	0	
0.0033	-5.67713	2.17151	0	
0.0040	-8.7164	4.92612	0	
0.0047	-12.0711	5.22772	0	
0.0053	-10.5514	3.09642	0	
0.0060	-8.7164	0.341812	0	
0.0067	-11.1536	0.341812	0	
0.0073	-12.9886	2.47311	0	
0.0080	-10.236	4.92612	0	
0.0087	-5.67713	4.62452	0	
0.0093	-2.92458	3.39802	0	
0.0100	-2.32246	5.83091	0	
0.0107	-2.60919	8.88712	0	
0.0113	-2.92458	7.68072	0	
0.0120	-1.08955	6.45422	0	
0.0127	3.18263	7.35902	0	
0.0133	5.93518	6.75582	0	
0.0140	4.10015	6.15262	0	
0.0147	2.58051	7.68072	0	
0.0153	3.78475	4.92612	0	
0.0160	5.61979	2.17151	0	
0.0167	4.38687	5.22772	0	
0.0173	0.745482	6.45422	0	
0.0180	-2.00707	3.69961	0	
0.0187	-2.60919	2.79482	0	
0.0193	-3.5267	2.79482	0	
0.0200	-4.44422	2.47311	0	
0.0207	-4.75961	1.86991	0	
0.0213	-4.75961	-1.48789	0	
0.0220	-5.67713	-2.09109	0	
0.0227	-5.96385	1.26672	0	
0.0233	-4.75961	0.341812	0	
0.0240	-2.00707	-1.78949	0	
0.0247	0.745482	1.56831	0	
0.0253	1.94972	2.17151	0	
0.0260	-0.172034	-1.48789	0	
0.0267	-2.60919	1.26672	0	
0.0273	-1.69167	5.22772	0	
0.0280	-3.23998	3.39802	0	
0.0287	-8.7164	1.26672	0	
0.0293	-10.236	1.86991	0	
0.0300	-6.59465	0.643411	0	
0.0307	-3.23998	-0.864584	0	
0.0313	0.430086	0.643411	0	
0.0320	4.70227	4.00121	0	
0.0327	7.13942	5.52932	0	
0.0333	7.45482	4.00121	0	
0.0340	6.5373	1.26672	0	
0.0347	2.58051	-1.48789	0	
0.0353	-2.92458	-2.39269	0	
0.0360	-5.96385	-1.48789	0	
0.0367	-4.44422	-0.562985	0	
0.0373	-2.92458	-0.562985	0	
0.0380	-1.69167	0.0402132	0	
0.0387	3.18263	0.341812	0	
0.0393	6.22191	2.17151	0	
0.0400	-0.172034	3.39802	0	
0.0407	-6.59465	1.26672	0	
0.0413	-3.5267	-1.18629	0	
0.0420	0.11469	-0.562985	0	
0.0427	-3.23998	-0.261386	0	
0.0433	-10.236	-1.48789	0	
0.0440	-13.5907	-2.09109	0	
0.0447	-10.5514	-3.61919	0	
0.0453	-4.15749	-3.31759	0	
0.0460	-0.172034	0.341812	0	
0.0467	1.94972	0.643411	0	
0.0473	4.38687	-0.864584	0	
0.0480	4.38687	1.26672	0	
0.0487	1.663	0.341812	0	
0.0493	-1.08955	-5.14729	0	
0.0500	-2.00707	-4.54409	0	
0.0507	-0.48743	-0.562985	0	
0.0513	0.745482	-1.48789	0	
0.0520	1.663	-3.01599	0	
0.0527	2.26512	-2.39269	0	
0.0533	0.11469	-3.31759	0	
0.0540	-4.75961	-4.22239	0	
0.0547	-7.19677	-1.48789	0	
0.0553	-6.59465	-0.562985	0	
0.0560	-7.51216	-3.01599	0	
0.0567	-10.5514	-3.92079	0	
0.0573	-10.8668	-2.71439	0	
0.0580	-5.96385	-1.48789	0	
0.0587	-1.08955	-0.562985	0	
0.0593	0.430086	-0.261386	0	
0.0600	4.38687	-1.18629	0	
0.0607	12.6445	-3.01599	0	
0.0613	15.0817	-3.01599	0	
0.0620	10.2074	-2.09109	0	
0.0627	7.45482	-2.71439	0	
0.0633	8.05694	-3.31759	0	
0.0640	8.05694	-1.48789	0	
0.0647	7.13942	0.0402132	0	
0.0653	6.8527	-1.48789	0	
0.0660	4.38687	-2.09109	0	
0.0667	2.58051	0.341812	0	
0.0673	0.745482	2.17151	0	
0.0680	-6.88137	0.643411	0	
0.0687	-22.4505	-1.18629	0	
0.0693	-31.9124	0.0402132	0	
0.0700	-26.4359	1.26672	0	
0.0707	-15.4257	1.26672	0	
0.0713	-8.11428	2.79482	0	
0.0720	-2.00707	3.69961	0	
0.0727	-0.48743	0.0402132	0	
0.0733	-3.8421	-3.31759	0	
0.0740	-0.172034	-3.61919	0	
0.0747	12.6445	-4.22239	0	
0.0753	19.0385	-6.05209	0	
0.0760	18.7517	-5.14729	0	
0.0767	20.8735	-3.31759	0	
0.0773	18.1209	-3.31759	0	
0.0780	3.49803	-4.84569	0	
0.0787	-7.51216	-6.05209	0	
0.0793	-9.31852	-6.67539	0	
0.0800	-13.5907	-7.58019	0	
0.0807	-17.2608	-6.97699	0	
0.0813	-13.9061	-3.92079	0	
0.0820	-10.236	-1.18629	0	
0.0827	-7.79889	-2.09109	0	
0.0833	-3.8421	-4.22239	0	
0.0840	-3.23998	-5.44889	0	
0.0847	-4.44422	-4.22239	0	
0.0853	0.11469	-2.09109	0	
0.0860	10.2074	-1.18629	0	
0.0867	22.3931	-0.562985	0	
0.0873	29.4179	0.341812	0	
0.0880	28.5003	-1.78949	0	
0.0887	25.4611	-3.01599	0	
0.0893	18.1209	0.341812	0	
0.0900	8.37233	2.17151	0	
0.0907	8.05694	0.0402132	0	
0.0913	12.9599	0.341812	0	
0.0920	18.7517	2.17151	0	
0.0927	30.0487	2.17151	0	
0.0933	21.791	2.79482	0	
0.0940	-20.3287	2.79482	0	
0.0947	-47.7969	-0.261386	0	
0.0953	-27.0381	1.26672	0	
0.0960	0.745482	5.83091	0	
0.0967	8.37233	4.00121	0	
0.0973	12.6445	-1.18629	0	
0.0980	16.9167	-0.562985	0	
0.0987	5.01767	1.86991	0	
0.0993	-12.9886	-0.562985	0	
0.1000	-15.7411	-3.31759	0	
0.1007	-12.7019	-3.92079	0	
0.1013	-22.1637	-4.54409	0	
0.1020	-32.5145	-3.61919	0	
0.1027	-29.7906	-2.09109	0	
0.1033	-22.7659	-3.31759	0	
0.1040	-10.236	-4.22239	0	
0.1047	10.8095	-1.48789	0	
0.1053	23.3106	-0.562985	0	
0.1060	17.2321	-1.48789	0	
0.1067	7.13942	0.341812	0	
0.1073	4.38687	4.00121	0	
0.1080	5.01767	3.69961	0	
