0.0000	0.490813	-1.55235	1
0.0747	1.11079	-7.96078	0	
0.0753	-1.03329	-4.29882	0	
0.0760	-0.723303	-0.338333	0	
0.0767	-0.723303	-4.29882	0	
0.0773	-1.62743	-7.04529	0	
0.0780	-3.46152	-3.0848	0	
0.0787	-8.05966	-2.16931	0	
0.0793	-11.1079	-6.44823	0	
0.0800	-7.43968	-6.1298	0	
0.0807	-1.93742	-4.29882	0	
0.0813	2.94488	-4.00029	0	
0.0820	7.51718	-2.78627	0	
0.0827	6.61305	-2.16931	0	
0.0833	6.61305	-1.25382	0	
0.0840	13.9236	1.79118	0	
0.0847	15.4477	2.10961	0	
0.0853	4.15899	-0.636863	0	
0.0860	-4.08149	-0.955294	0	
0.0867	-3.46152	-2.46784	0	
0.0873	-1.34328	-4.91578	0	
0.0880	-0.413316	-3.70176	0	
0.0887	-0.723303	-1.87078	0	
0.0893	-2.2474	-2.46784	0	
0.0900	-2.86738	-2.16931	0	
0.0907	-4.98562	-2.46784	0	
0.0913	-9.58376	-4.29882	0	
0.0920	-8.6538	-2.46784	0	
0.0927	-1.62743	-1.25382	0	
0.0933	2.01491	-2.46784	0	
0.0940	1.11079	-2.46784	0	
0.0947	-1.62743	-0.955294	0	
0.0953	-2.55739	-1.55235	0	
0.0960	-3.77151	-3.38333	0	
0.0967	-4.98562	-5.21431	0	
0.0973	-3.46152	-5.21431	0	
0.0980	-0.103329	-2.78627	0	
0.0987	-0.103329	-1.55235	0	
0.0993	-1.03329	-0.955294	0	
0.1000	1.11079	2.10961	0	
0.1007	4.77896	4.85608	0	
0.1013	8.13715	3.0251	0	
0.1020	10.2554	2.70667	0	
0.1027	10.8754	3.94059	0	
0.1033	10.5654	2.70667	0	
0.1040	10.8754	3.32363	0	
0.1047	15.1377	5.77157	0	
0.1053	20.33	3.94059	0	
0.1060	17.2818	1.49265	0	
0.1067	10.2554	4.53765	0	
0.1073	7.20719	6.36863	0	
0.1080	3.25486	3.32363	0	
0.1087	-2.86738	1.49265	0	
0.1093	-4.39148	3.32363	0	
0.1100	-3.17737	4.85608	0	
0.1107	-4.70147	4.53765	0	
0.1113	-5.29561	2.10961	0	
0.1120	-4.39148	-0.338333	0	
0.1127	-7.74967	-0.955294	0	
0.1133	-10.4879	-0.955294	0	
0.1140	-8.05966	-2.16931	0	
0.1147	-4.98562	-3.0848	0	
0.1153	-5.29561	-3.0848	0	
0.1160	-5.91558	-2.46784	0	
0.1167	-2.55739	-2.78627	0	
0.1173	-0.103329	-2.16931	0	
0.1180	-2.2474	-0.636863	0	
0.1187	-1.03329	0.278627	0	
0.1193	5.99308	0.278627	0	
0.1200	8.42131	-0.636863	0	
0.1207	5.99308	-0.338333	0	
0.1213	7.82717	1.19412	0	
0.1220	11.1854	2.40814	0	
0.1227	10.8754	2.10961	0	
0.1233	10.8754	0.278627	0	
0.1240	11.1854	-0.955294	0	
0.1247	9.94541	0.875686	0	
0.1253	11.4953	2.70667	0	
0.1260	13.6136	1.19412	0	
0.1267	9.35127	1.49265	0	
0.1273	4.77896	3.62216	0	
0.1280	5.37311	2.70667	0	
0.1287	5.68309	1.19412	0	
0.1293	3.25486	2.10961	0	
0.1300	0.490813	0.577157	0	
0.1307	-3.17737	-1.55235	0	
0.1313	-7.1297	0.278627	0	
0.1320	-11.702	0.278627	0	
0.1327	-15.3702	-2.16931	0	
0.1333	-15.9902	-2.46784	0	
0.1340	-15.9902	-3.38333	0	
0.1347	-17.8242	-5.21431	0	
0.1353	-18.1084	-3.38333	0	
0.1360	-17.5143	-0.636863	0	
0.1367	-17.8242	-1.55235	0	
0.1373	-13.5361	-3.0848	0	
0.1380	-6.50972	-4.00029	0	
0.1387	-4.39148	-3.70176	0	
0.1393	-5.29561	-0.338333	0	
0.1400	-5.29561	2.10961	0	
0.1407	-7.1297	-1.25382	0	
0.1413	-4.70147	-4.00029	0	
0.1420	1.11079	-0.338333	0	
0.1427	3.25486	3.32363	0	
0.1433	2.01491	3.0251	0	
0.1440	2.63489	2.10961	0	
0.1447	3.25486	-0.636863	0	
0.1453	3.849	-2.78627	0	
0.1460	2.63489	-1.55235	0	
0.1467	-2.55739	0.278627	0	
0.1473	-5.29561	-1.87078	0	
0.1480	-2.55739	-4.29882	0	
0.1487	-1.62743	-2.78627	0	
0.1493	-2.86738	-1.25382	0	
0.1500	-1.34328	-3.38333	0	
0.1507	0.490813	-6.1298	0	
0.1513	-2.55739	-5.83127	0	
0.1520	-8.96379	-4.00029	0	
0.1527	-12.942	-3.70176	0	
0.1533	-13.5361	-4.29882	0	
0.1540	-12.942	-3.38333	0	
0.1547	-11.392	-4.00029	0	
0.1553	-11.392	-4.61725	0	
0.1560	-13.2261	-4.29882	0	
0.1567	-11.702	-4.00029	0	
0.1573	-8.34381	-3.70176	0	
0.1580	-8.05966	-2.46784	0	
0.1587	-5.91558	-1.55235	0	
0.1593	-0.723303	-0.955294	0	
0.1600	2.01491	-0.0398039	0	
0.1607	4.46898	-1.25382	0	
0.1613	5.99308	-3.38333	0	
0.1620	-0.413316	-2.16931	0	
0.1627	-8.6538	0.577157	0	
0.1633	-6.22557	2.70667	0	
0.1640	2.01491	3.94059	0	
0.1647	5.37311	3.0251	0	
0.1653	5.68309	0.278627	0	
0.1660	6.61305	0.278627	0	
0.1667	5.68309	1.79118	0	
0.1673	3.849	0.278627	0	
0.1680	2.01491	0.278627	0	
0.1687	-1.62743	3.94059	0	
0.1693	-3.17737	3.94059	0	
0.1700	-0.723303	0.278627	0	
0.1707	-3.17737	-0.955294	0	
0.1713	-8.96379	0.278627	0	
0.1720	-8.34381	-0.338333	0	
0.1727	-4.70147	-0.636863	0	
0.1733	-8.96379	-0.636863	0	
0.1740	-14.4661	-1.25382	0	
0.1747	-13.5361	-1.87078	0	
0.1753	-11.702	-1.55235	0	
0.1760	-10.7979	-1.55235	0	
0.1767	-7.43968	-1.87078	0	
0.1773	-4.70147	-1.55235	0	
0.1780	-1.62743	-0.338333	0	
0.1787	1.11079	1.49265	0	
0.1793	1.73076	2.70667	0	
0.1800	2.01491	2.10961	0	
0.1807	5.06312	2.40814	0	
0.1813	7.20719	5.45314	0	
0.1820	8.13715	8.51804	0	
0.1827	10.2554	7.60255	0	
0.1833	9.35127	5.77157	0	
0.1840	7.51718	7.28412	0	
0.1847	10.5654	7.60255	0	
0.1853	12.0895	5.15461	0	
0.1860	10.2554	3.94059	0	
0.1867	9.35127	4.53765	0	
0.1873	6.30307	2.70667	0	
0.1880	1.11079	0.875686	0	
0.1887	1.11079	0.278627	0	
0.1893	1.11079	-0.636863	0	
0.1900	-2.55739	-1.55235	0	
0.1907	-3.17737	-1.87078	0	
0.1913	-1.93742	-2.78627	0	
0.1920	-6.22557	-3.38333	0	
0.1927	-8.05966	-3.70176	0	
0.1933	-6.22557	-4.61725	0	
0.1940	-7.43968	-3.38333	0	
0.1947	-8.05966	-1.55235	0	
0.1953	-4.08149	-3.38333	0	
0.1960	-1.62743	-5.21431	0	
0.1967	-1.62743	-2.78627	0	
0.1973	-0.723303	-0.955294	0	
0.1980	1.11079	-2.16931	0	
0.1987	4.15899	-1.55235	0	
0.1993	7.51718	-1.25382	0	
0.2000	5.37311	-2.46784	0	
0.2007	3.25486	-1.55235	0	
0.2013	8.7313	1.19412	0	
0.2020	15.1377	0.875686	0	
0.2027	15.7577	1.79118	0	
0.2033	14.8535	5.77157	0	
0.2040	15.7577	5.15461	0	
0.2047	17.2818	0.278627	0	
0.2053	18.8059	0.278627	0	
0.2060	19.4258	4.53765	0	
0.2067	17.5918	3.94059	0	
0.2073	12.3995	0.278627	0	
0.2080	6.61305	-1.55235	0	
0.2087	3.25486	-2.46784	0	
0.2093	1.42077	-1.87078	0	
0.2100	-3.17737	-2.46784	0	
0.2107	-6.22557	-4.29882	0	
0.2113	-4.39148	-3.38333	0	
0.2120	-4.70147	-0.955294	0	
0.2127	-8.6538	-1.55235	0	
0.2133	-9.27377	-2.78627	0	
0.2140	-6.81971	-2.78627	0	
0.2147	-5.6056	-1.55235	0	
0.2153	-5.6056	1.19412	0	
0.2160	-6.22557	1.19412	0	
0.2167	-4.70147	-1.55235	0	
0.2173	1.11079	-1.55235	0	
0.2180	6.89721	0.875686	0	
0.2187	7.82717	-0.338333	0	
0.2193	7.51718	-0.955294	0	
0.2200	7.82717	1.19412	0	
0.2207	6.89721	2.10961	0	
0.2213	6.61305	0.875686	0	
0.2220	7.51718	0.278627	0	
0.2227	8.13715	1.19412	0	
0.2233	8.42131	3.0251	0	
0.2240	11.4953	3.94059	0	
0.2247	16.3776	3.0251	0	
0.2253	18.1859	3.94059	0	
0.2260	13.9236	4.85608	0	
0.2267	9.35127	1.79118	0	
0.2273	9.04128	-0.636863	0	
0.2280	9.04128	1.49265	0	
0.2287	6.30307	2.10961	0	
0.2293	4.46898	-1.55235	0	
0.2300	2.01491	-3.38333	0	
0.2307	-2.86738	-1.25382	0	
0.2313	-5.29561	-0.955294	0	
0.2320	-2.86738	-2.46784	0	
0.2327	-1.93742	-2.78627	0	
0.2333	-5.29561	-3.0848	0	
0.2340	-7.1297	-4.29882	0	
0.2347	-5.91558	-6.1298	0	
0.2353	-5.29561	-7.04529	0	
0.2360	-6.50972	-7.04529	0	
0.2367	-7.74967	-5.53274	0	
0.2373	-10.7979	-4.00029	0	
0.2380	-13.5361	-5.21431	0	
0.2387	-9.86791	-7.96078	0	
0.2393	-4.39148	-5.53274	0	
0.2400	-3.46152	-0.955294	0	
0.2407	-2.55739	0.577157	0	
0.2413	1.11079	1.19412	0	
0.2420	2.3249	1.19412	0	
0.2427	2.3249	-1.25382	0	
0.2433	2.01491	-1.55235	0	
0.2440	2.01491	-0.0398039	0	
0.2447	3.849	-1.25382	0	
0.2453	6.30307	-2.16931	0	
0.2460	6.30307	0.875686	0	
0.2467	5.68309	3.0251	0	
0.2473	5.37311	2.40814	0	
0.2480	4.15899	2.10961	0	
0.2487	3.849	1.79118	0	
0.2493	3.849	1.19412	0	
0.2500	1.73076	1.19412	0	
0.2507	0.180826	-0.338333	0	
0.2513	1.11079	-1.55235	0	
0.2520	-1.34328	0.577157	0	
0.2527	-8.05966	0.875686	0	
0.2533	-11.392	-3.0848	0	
0.2540	-11.702	-4.91578	0	
0.2547	-14.4661	-3.38333	0	
0.2553	-15.3702	-2.46784	0	
0.2560	-10.4879	-4.29882	0	
0.2567	-6.50972	-4.61725	0	
0.2573	-6.22557	-2.46784	0	
0.2580	-6.22557	0.875686	0	
0.2587	-6.81971	1.49265	0	
0.2593	-7.1297	-0.636863	0	
0.2600	-5.6056	-1.55235	0	
0.2607	-1.93742	-1.55235	0	
0.2613	3.25486	-2.46784	0	
0.2620	6.61305	-2.46784	0	
0.2627	5.99308	-0.636863	0	
0.2633	6.89721	1.19412	0	
0.2640	9.35127	1.49265	0	
0.2647	8.42131	0.577157	0	
0.2653	7.82717	-0.338333	0	
0.2660	10.5654	0.577157	0	
0.2667	8.42131	3.0251	0	
0.2673	2.01491	3.62216	0	
0.2680	1.73076	1.19412	0	
0.2687	6.30307	0.577157	0	
0.2693	5.37311	1.49265	0	
0.2700	-0.723303	0.875686	0	
0.2707	-3.46152	-0.636863	0	
0.2713	-1.93742	-1.87078	0	
0.2720	-2.2474	-4.00029	0	
0.2727	-4.98562	-3.38333	0	
0.2733	-7.74967	-1.25382	0	
0.2740	-9.58376	-1.55235	0	
0.2747	-7.74967	-1.25382	0	
0.2753	-4.39148	2.10961	0	
0.2760	-4.98562	2.10961	0	
0.2767	-6.22557	-1.55235	0	
0.2773	-4.39148	-0.636863	0	
0.2780	-2.55739	2.10961	0	
0.2787	-1.93742	1.19412	0	
0.2793	0.180826	-0.955294	0	
0.2800	3.25486	-2.46784	0	
0.2807	7.51718	-1.55235	0	
0.2813	11.1854	0.278627	0	
0.2820	9.35127	0.278627	0	
0.2827	4.46898	-0.636863	0	
0.2833	6.61305	0.577157	0	
0.2840	12.0895	2.10961	0	
0.2847	9.66126	1.19412	0	
0.2853	3.849	1.49265	0	
0.2860	4.15899	2.40814	0	
0.2867	6.30307	3.62216	0	
0.2873	2.94488	5.15461	0	
0.2880	1.11079	3.0251	0	
0.2887	4.46898	0.278627	0	
0.2893	5.68309	3.0251	0	
0.2900	1.11079	3.94059	0	
0.2907	-2.55739	1.19412	0	
0.2913	-2.55739	0.875686	0	
0.2920	-5.29561	1.79118	0	
0.2927	-11.702	-0.955294	0	
0.2933	-14.7502	-1.25382	0	
0.2940	-10.7979	-0.955294	0	
0.2947	-7.1297	-4.91578	0	
0.2953	-9.86791	-6.1298	0	
0.2960	-11.1079	-4.29882	0	
0.2967	-8.05966	-6.44823	0	
0.2973	-9.86791	-7.96078	0	
0.2980	-14.1561	-4.91578	0	
0.2987	-11.392	-3.38333	0	
0.2993	-7.43968	-1.87078	0	
0.3000	-8.34381	-0.636863	0	
0.3007	-6.81971	-3.0848	0	
0.3013	-2.55739	-4.29882	0	
0.3020	-2.2474	-0.338333	0	
0.3027	-2.55739	1.19412	0	
0.3033	0.180826	-0.0398039	0	
0.3040	4.15899	0.278627	0	
0.3047	7.51718	-1.55235	0	
0.3053	6.89721	-3.70176	0	
0.3060	2.01491	-0.955294	0	
0.3067	1.42077	2.10961	0	
0.3073	2.01491	2.10961	0	
0.3080	-1.62743	0.577157	0	
0.3087	-2.55739	-1.55235	0	
0.3093	0.490813	-0.955294	0	
0.3100	-3.46152	1.49265	0	
0.3107	-8.05966	1.49265	0	
0.3113	-4.08149	0.577157	0	
0.3120	-1.62743	1.49265	0	
0.3127	-4.70147	-0.955294	0	
0.3133	-4.98562	-4.91578	0	
0.3140	-5.91558	-2.46784	0	
0.3147	-9.86791	2.10961	0	
0.3153	-9.27377	0.278627	0	
0.3160	-5.6056	-1.55235	0	
0.3167	-5.29561	1.19412	0	
0.3173	-3.46152	3.0251	0	
0.3180	0.180826	1.79118	0	
0.3187	1.11079	1.79118	0	
0.3193	2.01491	2.40814	0	
0.3200	6.89721	1.49265	0	
0.3207	8.42131	1.19412	0	
0.3213	3.849	2.40814	0	
0.3220	2.01491	3.62216	0	
0.3227	5.06312	3.94059	0	
0.3233	7.51718	3.62216	0	
0.3240	8.42131	3.0251	0	
0.3247	9.35127	4.23912	0	
0.3253	9.66126	5.77157	0	
0.3260	9.35127	4.85608	0	
0.3267	9.35127	3.94059	0	
0.3273	7.51718	3.0251	0	
0.3280	4.15899	1.19412	0	
0.3287	1.73076	0.875686	0	
0.3293	0.490813	1.79118	0	
0.3300	-0.413316	1.19412	0	
0.3307	0.180826	-0.338333	0	
0.3313	0.490813	-0.636863	0	
0.3320	-3.17737	-1.25382	0	
0.3327	-10.1779	-2.46784	0	
0.3333	-13.5361	-3.70176	0	
0.3340	-10.7979	-5.21431	0	
0.3347	-8.34381	-4.29882	0	
0.3353	-8.96379	-1.87078	0	
0.3360	-6.81971	-2.46784	0	
0.3367	-2.55739	-4.29882	0	
0.3373	0.800799	-2.46784	0	
0.3380	2.94488	-0.0398039	0	
0.3387	2.01491	-0.636863	0	
0.3393	-1.03329	-2.46784	0	
0.3400	2.3249	-2.46784	0	
0.3407	9.35127	-1.55235	0	
0.3413	9.66126	-0.636863	0	
0.3420	10.8754	0.278627	0	
0.3427	16.9718	1.19412	0	
0.3433	16.9718	-0.338333	0	
0.3440	9.94541	-1.87078	0	
0.3447	6.89721	-0.338333	0	
0.3453	9.04128	1.19412	0	
0.3460	10.2554	0.278627	0	
0.3467	9.35127	0.278627	0	
0.3473	5.68309	1.19412	0	
0.3480	2.63489	-0.636863	0	
0.3487	3.849	-2.46784	0	
0.3493	2.94488	-2.78627	0	
0.3500	-3.17737	-2.78627	0	
0.3507	-5.91558	-2.78627	0	
0.3513	-3.77151	-3.38333	0	
0.3520	-4.98562	-4.29882	0	
0.3527	-8.34381	-2.46784	0	
0.3533	-6.81971	-2.78627	0	
0.3540	-3.17737	-5.21431	0	
0.3547	-1.62743	-4.29882	0	
0.3553	-2.2474	-2.46784	0	
0.3560	-3.46152	-4.91578	0	
0.3567	-4.39148	-4.91578	0	
0.3573	-2.2474	-0.636863	0	
0.3580	1.11079	-1.55235	0	
0.3587	4.77896	-3.0848	0	
0.3593	7.51718	1.19412	0	
0.3600	8.7313	4.53765	0	
0.3607	10.2554	2.10961	0	
0.3613	14.2336	-0.0398039	0	
0.3620	15.1377	0.875686	0	
0.3627	9.94541	2.10961	0	
0.3633	6.61305	1.19412	0	
0.3640	7.51718	-1.25382	0	
0.3647	6.61305	-0.636863	0	
0.3653	5.06312	3.0251	0	
0.3660	5.68309	5.15461	0	
0.3667	8.13715	1.79118	0	
0.3673	11.1854	-4.29882	0	
0.3680	10.2554	-5.83127	0	
0.3687	2.3249	-8.27922	0	
0.3693	-7.1297	-15.2847	0	
0.3700	-13.5361	-15.2847	0	
0.3707	-14.7502	-7.04529	0	
0.3713	-11.392	-7.04529	0	
0.3720	-9.86791	-4.61725	0	
0.3727	-13.8461	16.7574	0	
0.3733	-15.9902	29.2559	0	
0.3740	-14.4661	9.1151	0	
0.3747	-13.5361	-10.4087	0	
0.3753	-12.322	-7.66225	0	
0.3760	-11.392	-4.61725	0	
0.3767	-11.702	-6.1298	0	
0.3773	-8.96379	5.77157	0	
0.3780	-7.74967	18.5884	0	
0.3787	-9.86791	10.6475	0	
0.3793	-5.91558	-3.70176	0	
0.3800	2.63489	-4.29882	0	
0.3807	2.94488	1.79118	0	
0.3813	0.490813	2.10961	0	
0.3820	4.77896	1.19412	0	
0.3827	7.51718	2.10961	0	
0.3833	3.53902	0.278627	0	
0.3840	0.800799	-0.955294	0	
0.3847	2.3249	1.79118	0	
0.3853	5.68309	2.10961	0	
0.3860	7.51718	0.278627	0	
0.3867	5.06312	1.19412	0	
0.3873	0.490813	1.49265	0	
0.3880	-1.62743	-0.338333	0	
0.3887	-1.62743	0.278627	0	
0.3893	-1.62743	1.79118	0	
0.3900	-2.2474	-0.636863	0	
0.3907	-3.17737	-3.38333	0	
0.3913	-4.98562	-2.78627	0	
0.3920	-4.08149	-1.55235	0	
0.3927	-2.55739	-1.25382	0	
0.3933	-3.77151	-2.46784	0	
0.3940	-3.17737	-3.70176	0	
0.3947	1.11079	-2.16931	0	
0.3953	1.11079	0.278627	0	
0.3960	-1.62743	-1.55235	0	
0.3967	-0.413316	-3.38333	0	
0.3973	1.11079	-0.338333	0	
0.3980	0.800799	1.19412	0	
0.3987	2.94488	-1.55235	0	
0.3993	4.77896	-2.46784	0	
0.4000	5.06312	1.19412	0	
0.4007	8.7313	2.70667	0	
0.4013	11.4953	-0.0398039	0	
0.4020	10.5654	-1.55235	0	
0.4027	10.8754	0.278627	0	
0.4033	10.5654	1.19412	0	
0.4040	8.7313	1.49265	0	
0.4047	9.94541	3.0251	0	
0.4053	9.35127	2.70667	0	
0.4060	4.46898	0.875686	0	
0.4067	3.849	2.70667	0	
0.4073	5.68309	5.77157	0	
0.4080	2.94488	4.53765	0	
0.4087	1.11079	0.577157	0	
0.4093	1.11079	-0.636863	0	
0.4100	-2.86738	0.278627	0	
0.4107	-9.58376	0.875686	0	
0.4113	-10.7979	-0.955294	0	
0.4120	-8.05966	-3.38333	0	
0.4127	-6.22557	-3.38333	0	
0.4133	-7.1297	-1.87078	0	
0.4140	-10.7979	-2.46784	0	
0.4147	-11.702	-4.29882	0	
0.4153	-9.58376	-3.70176	0	
0.4160	-9.58376	-2.16931	0	
0.4167	-10.7979	-3.0848	0	
0.4173	-9.86791	-6.74676	0	
0.4180	-8.96379	-7.96078	0	
0.4187	-10.1779	-5.83127	0	
0.4193	-8.05966	-4.29882	0	
0.4200	-4.08149	-3.38333	0	
0.4207	-2.2474	-1.55235	0	
0.4213	2.94488	-1.25382	0	
0.4220	7.51718	-2.16931	0	
0.4227	1.73076	-1.55235	0	
0.4233	-5.91558	-0.636863	0	
0.4240	-4.39148	-0.636863	0	
0.4247	-0.723303	-1.55235	0	
0.4253	0.800799	-0.955294	0	
0.4260	3.25486	0.577157	0	
0.4267	2.94488	1.19412	0	
0.4273	-1.62743	-0.0398039	0	
0.4280	-4.08149	-2.16931	0	
0.4287	-4.39148	-1.55235	0	
0.4293	-6.22557	0.875686	0	
0.4300	-7.1297	1.19412	0	
0.4307	-7.1297	-0.955294	0	
0.4313	-11.1079	-0.338333	0	
0.4320	-14.4661	1.79118	0	
0.4327	-12.322	0.875686	0	
0.4333	-9.27377	-1.55235	0	
0.4340	-11.702	-1.87078	0	
0.4347	-14.7502	-1.25382	0	
0.4353	-12.632	-0.955294	0	
0.4360	-9.86791	-1.87078	0	
0.4367	-10.7979	-2.46784	0	
0.4373	-9.86791	-0.636863	0	
0.4380	-4.08149	3.0251	0	
0.4387	1.11079	3.0251	0	
0.4393	2.3249	0.577157	0	
0.4400	6.61305	-0.338333	0	
0.4407	10.2554	0.278627	0	
0.4413	4.46898	1.19412	0	
0.4420	-1.62743	3.0251	0	
0.4427	3.25486	2.40814	0	
0.4433	9.35127	0.278627	0	
0.4440	7.82717	1.19412	0	
0.4447	7.20719	3.94059	0	
0.4453	8.13715	2.40814	0	
0.4460	5.37311	-0.0398039	0	
0.4467	2.94488	-0.636863	0	
0.4473	1.42077	-0.0398039	0	
0.4480	-0.723303	-0.0398039	0	
0.4487	-0.723303	-0.338333	0	
0.4493	0.800799	-1.55235	0	
0.4500	-2.2474	-2.78627	0	
0.4507	-5.29561	-4.61725	0	
0.4513	-4.39148	-6.44823	0	
0.4520	-2.55739	-5.21431	0	
0.4527	-1.62743	-3.38333	0	
0.4533	-3.46152	-3.70176	0	
0.4540	-5.91558	-3.70176	0	
0.4547	-7.1297	-3.0848	0	
0.4553	-7.74967	-5.53274	0	
0.4560	-4.70147	-7.36372	0	
0.4567	1.11079	-2.46784	0	
0.4573	-0.413316	0.278627	0	
0.4580	-6.22557	-4.29882	0	
0.4587	-5.6056	-5.21431	0	
0.4593	-1.93742	-0.636863	0	
0.4600	1.42077	-0.338333	0	
0.4607	5.99308	-4.29882	0	
0.4613	6.89721	-4.91578	0	
0.4620	6.61305	-1.55235	0	
0.4627	11.1854	1.19412	0	
0.4633	14.2336	1.19412	0	
0.4640	13.0194	0.278627	0	
0.4647	11.7795	0.875686	0	
0.4653	11.1854	3.0251	0	
0.4660	12.0895	3.94059	0	
0.4667	13.6136	3.62216	0	
0.4673	12.0895	2.40814	0	
0.4680	9.35127	3.32363	0	
0.4687	8.7313	5.45314	0	
0.4693	5.99308	2.40814	0	
0.4700	0.800799	-1.87078	0	
0.4707	-1.34328	-0.0398039	0	
0.4713	-0.723303	2.40814	0	
0.4720	-2.55739	-0.636863	0	
0.4727	-4.39148	-3.38333	0	
0.4733	-4.98562	-2.16931	0	
0.4740	-6.22557	-1.25382	0	
0.4747	-7.1297	-2.46784	0	
0.4753	-5.29561	-2.46784	0	
0.4760	-4.08149	-2.16931	0	
0.4767	-4.98562	-2.46784	0	
0.4773	-3.46152	-2.46784	0	
0.4780	0.800799	-0.0398039	0	
0.4787	2.01491	2.10961	0	
0.4793	2.63489	1.19412	0	
0.4800	5.37311	-0.338333	0	
0.4807	9.35127	1.19412	0	
0.4813	11.4953	4.85608	0	
0.4820	12.7095	6.68706	0	
0.4827	14.2336	7.28412	0	
0.4833	16.6618	5.77157	0	
0.4840	19.4258	3.62216	0	
0.4847	19.4258	3.0251	0	
0.4853	15.7577	3.94059	0	
0.4860	8.7313	3.62216	0	
0.4867	3.849	2.70667	0	
0.4873	4.77896	1.19412	0	
0.4880	5.68309	-0.955294	0	
0.4887	1.73076	-1.87078	0	
0.4893	-1.93742	-0.338333	0	
