0.0000	2.92881	1.34013	1
0.0007	14.2064	1.34013	0	
0.0013	28.2445	1.03448	0	
0.0020	32.8228	0.117555	0	
0.0027	24.9117	-0.188088	0	
0.0033	11.1766	-0.799373	0	
0.0040	-6.22792	0.423198	0	
0.0047	-18.4481	2.86834	0	
0.0053	-21.4779	2.25705	0	
0.0060	-27.9078	0.423198	0	
0.0067	-34.6071	3.17398	0	
0.0073	-28.2108	5.92477	0	
0.0080	-15.6876	5.31348	0	
0.0087	-2.5585	4.39655	0	
0.0093	9.62803	4.7022	0	
0.0100	9.93101	4.39655	0	
0.0107	9.32505	5.00784	0	
0.0113	18.4818	6.84169	0	
0.0120	16.0579	5.92477	0	
0.0127	-1.34658	1.03448	0	
0.0133	-4.41004	-2.93887	0	
0.0140	6.59823	-0.49373	0	
0.0147	15.1153	1.34013	0	
0.0153	20.3333	-0.49373	0	
0.0160	18.4818	-0.799373	0	
0.0167	8.41611	0.423198	0	
0.0173	3.83775	-1.7163	0	
0.0180	6.29525	-3.24451	0	
0.0187	6.29525	-0.49373	0	
0.0193	2.62583	2.86834	0	
0.0200	-3.16446	4.09091	0	
0.0207	-10.8063	5.00784	0	
0.0213	-16.5966	5.00784	0	
0.0220	-20.872	4.39655	0	
0.0227	-26.0563	5.31348	0	
0.0233	-30.3317	5.92477	0	
0.0240	-28.8168	5.00784	0	
0.0247	-24.2384	4.7022	0	
0.0253	-23.3295	6.53605	0	
0.0260	-22.7235	5.00784	0	
0.0267	-16.5966	1.34013	0	
0.0273	-14.1727	1.34013	0	
0.0280	-19.0541	2.5627	0	
0.0287	-20.569	1.64577	0	
0.0293	-14.7787	0.117555	0	
0.0300	-6.5309	-0.799373	0	
0.0307	1.07726	-0.799373	0	
0.0313	3.83775	0.117555	0	
0.0320	10.537	-0.799373	0	
0.0327	30.399	-1.7163	0	
0.0333	49.9244	0.117555	0	
0.0340	56.9266	-0.49373	0	
0.0347	56.9266	-3.24451	0	
0.0353	52.6849	-0.49373	0	
0.0360	44.1341	2.25705	0	
0.0367	37.7042	-3.24451	0	
0.0373	30.399	-7.80564	0	
0.0380	22.4542	-5.07837	0	
0.0387	20.0303	-2.63323	0	
0.0393	13.9034	-3.8558	0	
0.0400	3.53477	-4.77273	0	
0.0407	4.74669	-5.97179	0	
0.0413	3.83775	-6.27743	0	
0.0420	-17.8422	-5.07837	0	
0.0427	-39.1854	-5.97179	0	
0.0433	-36.4586	-8.72257	0	
0.0440	-22.4205	-9.94514	0	
0.0447	-13.5668	-8.72257	0	
0.0453	-8.38245	-5.97179	0	
0.0460	-1.95254	-1.41066	0	
0.0467	2.92881	0.72884	0	
0.0473	5.65563	-1.41066	0	
0.0480	8.41611	-3.8558	0	
0.0487	8.41611	-4.16144	0	
0.0493	4.44371	-5.38401	0	
0.0500	3.23179	-3.8558	0	
0.0507	5.65563	-0.799373	0	
0.0513	3.53477	-1.7163	0	
0.0520	1.71689	-2.02194	0	
0.0527	7.50717	1.34013	0	
0.0533	8.71909	0.117555	0	
0.0540	0.168322	-3.24451	0	
0.0547	-7.13686	-0.188088	0	
0.0553	-12.6242	2.25705	0	
0.0560	-25.4503	-0.49373	0	
0.0567	-35.819	-0.188088	0	
0.0573	-26.3593	5.00784	0	
0.0580	-2.86148	5.92477	0	
0.0587	19.3907	3.17398	0	
0.0593	36.7952	4.09091	0	
0.0600	46.5579	6.84169	0	
0.0607	51.4393	7.75862	0	
0.0613	56.9266	5.92477	0	
0.0620	54.5027	3.17398	0	
0.0627	41.3736	1.03448	0	
0.0633	25.2147	-2.32759	0	
0.0640	2.92881	-4.16144	0	
0.0647	-22.0839	2.5627	0	
0.0653	-37.3675	9.59248	0	
0.0660	-57.8019	5.61912	0	
0.0667	-91.3653	0.117555	0	
0.0673	-102.98	1.95141	0	
0.0680	-76.7213	2.25705	0	
0.0687	-44.6727	2.25705	0	
0.0693	-24.5414	7.75862	0	
0.0700	-9.29139	9.59248	0	
0.0707	2.92881	4.7022	0	
0.0713	10.234	4.09091	0	
0.0720	16.6639	8.06426	0	
0.0727	23.6661	9.28684	0	
0.0733	21.5452	7.45298	0	
0.0740	10.234	5.00784	0	
0.0747	2.92881	2.5627	0	
0.0753	2.92881	-1.10502	0	
0.0760	2.32285	-4.16144	0	
0.0767	-1.64956	-2.02194	0	
0.0773	-9.89735	2.25705	0	
0.0780	-16.2936	0.423198	0	
0.0787	-9.89735	-4.16144	0	
0.0793	-0.437638	-4.77273	0	
0.0800	-3.5011	-4.16144	0	
0.0807	-9.29139	-2.63323	0	
0.0813	-10.2003	-0.49373	0	
0.0820	-9.29139	4.09091	0	
0.0827	0.774282	17.21	0	
0.0833	11.1766	31.2461	0	
0.0840	-0.437638	25.7445	0	
0.0847	-18.1451	7.75862	0	
0.0853	-11.4122	0.117555	0	
0.0860	3.83775	1.95141	0	
0.0867	4.44371	-0.799373	0	
0.0873	1.41391	-4.77273	0	
0.0880	7.20419	-2.63323	0	
0.0887	12.0855	1.03448	0	
0.0893	9.02207	3.17398	0	
0.0900	5.35265	8.98119	0	
0.0907	7.81015	17.21	0	
0.0913	15.452	19.6552	0	
0.0920	19.3907	15.0705	0	
0.0927	18.4818	8.67555	0	
0.0933	16.0579	1.34013	0	
0.0940	14.8124	-2.63323	0	
0.0947	16.9669	-2.02194	0	
0.0953	18.4818	-1.41066	0	
0.0960	13.9034	-2.02194	0	
0.0967	6.59823	-2.32759	0	
0.0973	-1.64956	-3.8558	0	
0.0980	-15.9906	-6.27743	0	
0.0987	-23.0265	-5.07837	0	
0.0993	-17.2025	-3.24451	0	
0.1000	-17.5392	-5.07837	0	
0.1007	-25.7533	-8.72257	0	
0.1013	-21.7809	-8.41693	0	
0.1020	-13.2638	-7.5	0	
0.1027	-13.5668	-9.6395	0	
0.1033	-14.7787	-10.2508	0	
0.1040	-14.4757	-9.6395	0	
0.1047	-15.6876	-11.4734	0	
0.1053	-12.9608	-10.5564	0	
0.1060	-5.62196	-4.16144	0	
0.1067	1.07726	-2.32759	0	
0.1073	7.20419	-5.38401	0	
0.1080	13.9034	-3.8558	0	
0.1087	16.3609	-1.41066	0	
0.1093	11.4796	-2.63323	0	
0.1100	4.74669	-3.8558	0	
0.1107	2.62583	-3.8558	0	
0.1113	3.53477	-4.16144	0	
0.1120	5.65563	-4.46709	0	
0.1127	12.0855	-5.38401	0	
0.1133	18.4818	-5.66615	0	
0.1140	14.8124	-8.11129	0	
0.1147	6.90121	-13.3072	0	
0.1153	8.41611	-15.1411	0	
0.1160	18.4818	-13.6129	0	
0.1167	21.2423	-12.3903	0	
0.1173	9.93101	-8.72257	0	
0.1180	-3.5011	-3.24451	0	
0.1187	-10.8063	-2.32759	0	
0.1193	-13.2638	-4.16144	0	
0.1200	-14.7787	-5.07837	0	
0.1207	-13.2638	-3.55016	0	
0.1213	-7.43984	-2.02194	0	
0.1220	-2.5585	-4.77273	0	
0.1227	-3.16446	-7.80564	0	
0.1233	-7.13686	-5.07837	0	
0.1240	-6.5309	-3.8558	0	
0.1247	-2.25552	-6.88872	0	
0.1253	0.471302	-6.27743	0	
0.1260	3.23179	-4.16144	0	
0.1267	7.50717	-6.58307	0	
0.1273	5.04967	-7.80564	0	
0.1280	-1.34658	-6.27743	0	
0.1287	-0.740618	-5.66615	0	
0.1293	6.29525	-3.8558	0	
0.1300	9.32505	-2.93887	0	
0.1307	10.234	-5.07837	0	
0.1313	11.1766	-4.46709	0	
0.1320	9.93101	-0.799373	0	
0.1327	12.3885	-1.10502	0	
0.1333	21.2423	-3.24451	0	
0.1340	24.2721	-2.02194	0	
0.1347	16.0579	-0.49373	0	
0.1353	2.92881	-1.41066	0	
0.1360	-13.2638	-2.63323	0	
0.1367	-22.0839	-4.16144	0	
0.1373	-8.0458	-3.8558	0	
0.1380	14.8124	-0.799373	0	
0.1387	23.0601	2.25705	0	
0.1393	23.0601	3.47962	0	
0.1400	24.575	2.5627	0	
0.1407	22.7572	1.64577	0	
0.1413	19.3907	3.17398	0	
0.1420	19.0877	5.00784	0	
0.1427	20.3333	4.09091	0	
0.1433	23.6661	2.25705	0	
0.1440	20.0303	4.09091	0	
0.1447	2.01987	6.84169	0	
0.1453	-16.2936	6.23041	0	
0.1460	-31.8802	3.78527	0	
0.1467	-51.1026	2.25705	0	
0.1473	-56.5899	2.25705	0	
0.1480	-46.5243	1.34013	0	
0.1487	-45.6153	2.5627	0	
0.1493	-45.2787	6.23041	0	
0.1500	-26.9989	7.75862	0	
0.1507	-9.89735	8.06426	0	
0.1513	0.168322	9.59248	0	
0.1520	23.3631	9.28684	0	
0.1527	37.7042	6.23041	0	
0.1533	14.8124	6.84169	0	
0.1540	-16.2936	8.67555	0	
0.1547	-22.7235	7.45298	0	
0.1553	-11.1093	8.67555	0	
0.1560	2.01987	12.0141	0	
0.1567	9.32505	9.87461	0	
0.1573	7.50717	6.53605	0	
0.1580	1.07726	8.36991	0	
0.1587	-1.34658	11.4028	0	
0.1593	-1.34658	12.931	0	
0.1600	-0.134658	13.5423	0	
0.1607	3.23179	12.931	0	
0.1613	4.74669	10.4859	0	
0.1620	-0.740618	10.1803	0	
0.1627	-7.43984	10.1803	0	
0.1633	-7.13686	6.23041	0	
0.1640	-1.34658	3.17398	0	
0.1647	2.62583	5.92477	0	
0.1653	2.92881	8.06426	0	
0.1660	2.01987	7.45298	0	
0.1667	2.01987	9.59248	0	
0.1673	4.74669	12.3198	0	
0.1680	9.62803	9.87461	0	
0.1687	8.71909	5.92477	0	
0.1693	4.44371	4.09091	0	
0.1700	6.59823	3.47962	0	
0.1707	9.62803	4.39655	0	
0.1713	3.23179	4.39655	0	
0.1720	-2.5585	4.09091	0	
0.1727	-1.95254	6.53605	0	
0.1733	-5.016	7.75862	0	
0.1740	-8.98841	6.84169	0	
0.1747	-5.62196	6.23041	0	
0.1753	-3.80408	3.78527	0	
0.1760	-7.74282	0.117555	0	
0.1767	-5.31898	2.86834	0	
0.1773	0.471302	3.78527	0	
0.1780	0.168322	-1.10502	0	
0.1787	-1.64956	0.72884	0	
0.1793	1.07726	6.53605	0	
0.1800	7.20419	5.00784	0	
0.1807	11.1766	3.47962	0	
0.1813	11.1766	6.23041	0	
0.1820	9.32505	4.39655	0	
0.1827	4.74669	1.03448	0	
0.1833	-3.16446	1.64577	0	
0.1840	-2.5585	1.64577	0	
0.1847	2.92881	0.423198	0	
0.1853	-0.437638	2.25705	0	
0.1860	-5.31898	5.61912	0	
0.1867	1.07726	5.92477	0	
0.1873	4.14073	3.17398	0	
0.1880	-3.5011	0.72884	0	
0.1887	-7.13686	1.34013	0	
0.1893	-1.34658	1.95141	0	
0.1900	5.04967	3.17398	0	
0.1907	7.81015	5.92477	0	
0.1913	8.11313	3.78527	0	
0.1920	5.65563	-1.10502	0	
0.1927	1.71689	-0.49373	0	
0.1933	1.07726	0.72884	0	
0.1940	2.62583	0.423198	0	
0.1947	0.471302	1.64577	0	
0.1953	-4.41004	1.34013	0	
0.1960	-2.86148	-0.49373	0	
0.1967	0.168322	0.423198	0	
0.1973	-0.437638	-1.41066	0	
0.1980	1.41391	-4.16144	0	
0.1987	5.65563	-0.49373	0	
0.1993	4.74669	1.95141	0	
0.2000	1.07726	-5.07837	0	
0.2007	1.41391	-8.41693	0	
0.2013	1.07726	-3.24451	0	
0.2020	-2.5585	-1.7163	0	
