0.0000	2.99844	8.82131	1
0.0007	3.30263	7.90706	0	
0.0013	1.78168	5.1643	0	
0.0020	-0.651836	3.33579	0	
0.0027	-3.08535	0.593029	0	
0.0033	-4.91049	-1.23548	0	
0.0040	-5.82306	1.18606	0	
0.0047	-3.69373	6.07855	0	
0.0053	-0.347646	5.1643	0	
0.0060	-1.56441	1.50728	0	
0.0067	-3.99792	0.889544	0	
0.0073	-0.956025	-0.321224	0	
0.0080	0.564924	-3.08869	0	
0.0087	-1.26022	-2.17444	0	
0.0093	0.869114	-0.642448	0	
0.0100	3.30263	-1.85322	0	
0.0107	-0.651836	-2.17444	0	
0.0113	-2.47697	-2.17444	0	
0.0120	-2.17279	-4.00295	0	
0.0127	-4.91049	-5.21372	0	
0.0133	-5.21468	-6.74571	0	
0.0140	-3.08535	-7.65996	0	
0.0147	-3.69373	-4.00295	0	
0.0153	-4.30211	-1.5567	0	
0.0160	-6.43144	-2.17444	0	
0.0167	-7.6482	-0.321224	0	
0.0173	-2.47697	2.42154	0	
0.0180	-0.956025	0.593029	0	
0.0187	-9.82099	-0.0247096	0	
0.0193	-13.7755	1.8038	0	
0.0200	-7.6482	1.18606	0	
0.0207	-4.30211	0.593029	0	
0.0213	-4.6063	3.33579	0	
0.0220	-3.69373	4.25004	0	
0.0227	-2.47697	3.6323	0	
0.0233	-3.38954	5.46081	0	
0.0240	-6.12725	4.86778	0	
0.0247	-7.03982	1.18606	0	
0.0253	-4.6063	-1.23548	0	
0.0260	-3.99792	-3.68172	0	
0.0267	-6.43144	-2.76747	0	
0.0273	-5.82306	3.01457	0	
0.0280	-3.69373	4.25004	0	
0.0287	-2.47697	2.42154	0	
0.0293	-0.956025	5.46081	0	
0.0300	-0.0434557	6.9928	0	
0.0307	-0.651836	3.33579	0	
0.0313	-0.651836	5.1643	0	
0.0320	-1.8686	9.11783	0	
0.0327	-4.6063	6.37507	0	
0.0333	-2.78116	4.25004	0	
0.0340	0.564924	6.37507	0	
0.0347	-3.08535	6.07855	0	
0.0353	-9.21261	4.86778	0	
0.0360	-8.90842	4.86778	0	
0.0367	-5.51887	4.25004	0	
0.0373	-5.21468	4.25004	0	
0.0380	-6.12725	6.9928	0	
0.0387	-6.73563	7.90706	0	
0.0393	-7.95239	6.07855	0	
0.0400	-8.25658	5.78204	0	
0.0407	-7.34401	5.78204	0	
0.0413	-5.82306	5.78204	0	
0.0420	-3.69373	8.5248	0	
0.0427	-2.78116	11.5641	0	
0.0433	-1.8686	11.2676	0	
0.0440	1.78168	8.82131	0	
0.0447	4.51939	6.69629	0	
0.0453	2.39006	6.07855	0	
0.0460	2.39006	6.07855	0	
0.0467	7.30056	6.07855	0	
0.0473	8.21313	5.46081	0	
0.0480	4.2152	6.9928	0	
0.0487	3.60682	6.07855	0	
0.0493	8.51732	1.8038	0	
0.0500	12.776	0.271805	0	
0.0507	13.0802	1.18606	0	
0.0513	9.1257	-3.08869	0	
0.0520	5.47542	-7.04222	0	
0.0527	6.0838	-5.83146	0	
0.0533	9.42989	-6.42448	0	
0.0540	8.21313	-9.48847	0	
0.0547	3.30263	-8.2777	0	
0.0553	1.1733	-7.33874	0	
0.0560	2.39006	-10.6992	0	
0.0567	2.69425	-12.5277	0	
0.0573	5.47542	-10.6992	0	
0.0580	11.5592	-10.4027	0	
0.0587	11.5592	-11.317	0	
0.0593	5.77961	-11.0205	0	
0.0600	3.91101	-11.317	0	
0.0607	4.51939	-13.1455	0	
0.0613	4.86704	-12.5277	0	
0.0620	8.21313	-10.6992	0	
0.0627	8.21313	-11.6135	0	
0.0633	1.47749	-13.1455	0	
0.0640	-1.56441	-12.2312	0	
0.0647	2.69425	-11.0205	0	
0.0653	7.60475	-10.6992	0	
0.0660	9.73408	-9.48847	0	
0.0667	7.90894	-9.19195	0	
0.0673	2.69425	-7.65996	0	
0.0680	3.60682	-4.9172	0	
0.0687	9.73408	-3.38521	0	
0.0693	11.5592	-2.17444	0	
0.0700	10.0383	-0.642448	0	
0.0707	10.0383	-1.85322	0	
0.0713	7.60475	-3.08869	0	
0.0720	4.2152	-2.76747	0	
0.0727	3.60682	-4.00295	0	
0.0733	2.08587	-6.74571	0	
0.0740	-1.8686	-5.83146	0	
0.0747	-3.69373	-4.00295	0	
0.0753	-2.78116	-4.00295	0	
0.0760	-2.78116	-4.29946	0	
0.0767	-4.6063	-5.83146	0	
0.0773	-2.78116	-5.83146	0	
0.0780	-0.956025	-4.9172	0	
0.0787	-2.17279	-4.00295	0	
0.0793	-3.99792	-2.17444	0	
0.0800	-2.47697	-1.85322	0	
0.0807	-0.0434557	-2.76747	0	
0.0813	1.78168	-3.08869	0	
0.0820	3.91101	-4.29946	0	
0.0827	6.38799	-6.74571	0	
0.0833	9.73408	-4.9172	0	
0.0840	12.4718	-3.68172	0	
0.0847	7.30056	-6.12797	0	
0.0853	-3.08535	-5.83146	0	
0.0860	-6.43144	-2.47096	0	
0.0867	-0.0434557	-3.08869	0	
0.0873	5.77961	-4.00295	0	
0.0880	7.60475	-0.0247096	0	
0.0887	7.90894	2.10031	0	
0.0893	6.38799	0.593029	0	
0.0900	4.51939	0.593029	0	
0.0907	4.51939	1.50728	0	
0.0913	4.51939	0.889544	0	
0.0920	2.69425	1.18606	0	
0.0927	1.78168	0.593029	0	
0.0933	2.39006	-2.47096	0	
0.0940	2.39006	-4.00295	0	
0.0947	1.1733	-3.08869	0	
0.0953	0.260734	-3.38521	0	
0.0960	-1.56441	-4.29946	0	
0.0967	-3.38954	-4.00295	0	
0.0973	-4.91049	-3.38521	0	
0.0980	-6.43144	-1.85322	0	
0.0987	-5.51887	2.10031	0	
0.0993	-3.99792	4.54656	0	
0.1000	-4.91049	3.92882	0	
0.1007	-6.43144	4.54656	0	
0.1013	-5.82306	5.78204	0	
0.1020	-5.51887	4.25004	0	
0.1027	-7.34401	4.54656	0	
0.1033	-8.56077	6.9928	0	
0.1040	-6.43144	6.9928	0	
0.1047	-4.30211	5.78204	0	
0.1053	-3.69373	6.69629	0	
0.1060	-1.26022	6.37507	0	
0.1067	0.564924	5.1643	0	
0.1073	-0.956025	6.69629	0	
0.1080	-0.956025	7.90706	0	
0.1087	2.39006	8.20357	0	
0.1093	1.1733	8.5248	0	
0.1100	-1.56441	6.07855	0	
0.1107	-0.0434557	5.1643	0	
0.1113	-0.347646	7.90706	0	
0.1120	-3.69373	7.61054	0	
0.1127	-3.69373	5.46081	0	
0.1133	-2.78116	8.20357	0	
0.1140	-2.17279	9.43905	0	
0.1147	-0.0434557	6.9928	0	
0.1153	-3.69373	6.9928	0	
0.1160	-13.7755	7.61054	0	
0.1167	-15.9048	6.07855	0	
0.1173	-11.3419	6.07855	0	
0.1180	-10.1252	6.07855	0	
0.1187	-10.1252	5.46081	0	
0.1193	-10.1252	8.5248	0	
0.1200	-11.0377	9.43905	0	
0.1207	-12.5587	6.69629	0	
0.1213	-14.688	6.9928	0	
0.1220	-15.9048	8.20357	0	
0.1227	-12.8629	6.37507	0	
0.1233	-9.82099	5.78204	0	
0.1240	-8.25658	6.07855	0	
0.1247	-4.30211	5.46081	0	
0.1253	-0.956025	5.1643	0	
0.1260	-1.8686	6.37507	0	
0.1267	-0.0434557	7.90706	0	
0.1273	1.1733	7.90706	0	
0.1280	-2.17279	6.07855	0	
0.1287	-4.6063	5.46081	0	
0.1293	-1.56441	5.46081	0	
0.1300	-0.0434557	3.92882	0	
0.1307	-0.347646	2.42154	0	
0.1313	2.69425	4.25004	0	
0.1320	8.21313	6.07855	0	
0.1327	8.82151	4.25004	0	
0.1333	6.0838	-0.321224	0	
0.1340	2.69425	-3.68172	0	
0.1347	0.869114	-4.00295	0	
0.1353	1.47749	-3.08869	0	
0.1360	1.47749	-3.38521	0	
0.1367	-1.8686	-3.38521	0	
0.1373	-5.21468	-4.00295	0	
0.1380	-4.6063	-6.42448	0	
0.1387	-4.6063	-7.65996	0	
0.1393	-4.91049	-6.74571	0	
0.1400	-1.8686	-8.2777	0	
0.1407	2.69425	-11.317	0	
0.1413	3.30263	-10.4027	0	
0.1420	1.1733	-8.57422	0	
0.1427	1.1733	-6.74571	0	
0.1433	3.60682	-4.00295	0	
0.1440	5.47542	-3.08869	0	
0.1447	7.30056	-6.12797	0	
0.1453	7.90894	-8.57422	0	
0.1460	4.51939	-7.65996	0	
0.1467	1.47749	-4.9172	0	
0.1473	2.99844	-2.17444	0	
0.1480	5.47542	0.271805	0	
0.1487	4.51939	1.8038	0	
0.1493	2.99844	2.71805	0	
0.1500	4.51939	1.8038	0	
0.1507	5.47542	0.593029	0	
0.1513	2.39006	1.8038	0	
0.1520	0.564924	6.07855	0	
0.1527	3.60682	8.20357	0	
0.1533	6.38799	6.69629	0	
0.1540	5.47542	5.1643	0	
0.1547	4.2152	5.78204	0	
0.1553	1.78168	5.1643	0	
0.1560	-0.956025	2.42154	0	
0.1567	-1.8686	2.10031	0	
0.1573	-2.78116	3.92882	0	
0.1580	-3.38954	2.42154	0	
0.1587	-2.17279	-1.23548	0	
0.1593	-4.91049	-0.938963	0	
0.1600	-8.25658	0.889544	0	
0.1607	-4.6063	0.593029	0	
0.1613	-1.26022	-0.938963	0	
0.1620	0.869114	-2.47096	0	
0.1627	6.38799	-4.59598	0	
0.1633	5.47542	-4.00295	0	
0.1640	-4.6063	-1.23548	0	
0.1647	-6.12725	-0.642448	0	
0.1653	-0.0434557	-0.0247096	0	
0.1660	1.78168	2.42154	0	
0.1667	2.69425	3.33579	0	
0.1673	5.77961	3.01457	0	
0.1680	7.90894	4.25004	0	
0.1687	6.38799	6.07855	0	
0.1693	1.1733	5.78204	0	
0.1700	-1.56441	2.71805	0	
0.1707	0.869114	0.593029	0	
0.1713	0.869114	2.42154	0	
0.1720	-2.78116	3.92882	0	
0.1727	-3.69373	0.593029	0	
0.1733	-5.51887	-1.85322	0	
0.1740	-8.25658	-0.321224	0	
0.1747	-7.03982	-0.321224	0	
0.1753	-5.51887	-1.85322	0	
0.1760	-9.21261	-3.08869	0	
0.1767	-9.82099	-5.21372	0	
0.1773	-6.73563	-7.65996	0	
0.1780	-7.95239	-6.12797	0	
0.1787	-10.1252	-5.83146	0	
0.1793	-6.43144	-8.2777	0	
0.1800	-2.47697	-9.78498	0	
0.1807	-1.8686	-9.48847	0	
0.1813	-1.26022	-8.87073	0	
0.1820	-0.0434557	-7.65996	0	
0.1827	-2.17279	-7.33874	0	
0.1833	-4.6063	-9.78498	0	
0.1840	-2.78116	-11.6135	0	
0.1847	-0.0434557	-10.4027	0	
0.1853	0.564924	-9.19195	0	
0.1860	0.869114	-11.317	0	
0.1867	2.69425	-13.4667	0	
0.1873	4.86704	-12.5277	0	
0.1880	4.51939	-12.5277	0	
0.1887	0.869114	-15.8882	0	
0.1893	-2.17279	-15.5917	0	
0.1900	-0.347646	-10.6992	0	
0.1907	2.99844	-7.95648	0	
0.1913	2.99844	-8.57422	0	
0.1920	0.869114	-9.48847	0	
0.1927	0.869114	-12.2312	0	
0.1933	0.869114	-13.4667	0	
0.1940	-2.47697	-10.6992	0	
0.1947	-8.56077	-11.317	0	
0.1953	-10.1252	-15.8882	0	
0.1960	-6.43144	-17.4202	0	
0.1967	-6.12725	-15.8882	0	
0.1973	-9.21261	-16.506	0	
0.1980	-10.4294	-16.8025	0	
0.1987	-9.5168	-14.0597	0	
0.1993	-8.56077	-11.317	0	
0.2000	-7.95239	-11.9347	0	
0.2007	-6.43144	-11.317	0	
0.2013	-3.69373	-8.57422	0	
0.2020	-1.26022	-9.19195	0	
0.2027	-0.956025	-12.2312	0	
0.2033	0.564924	-13.1455	0	
0.2040	2.69425	-11.6135	0	
0.2047	0.564924	-9.48847	0	
0.2053	-2.78116	-9.19195	0	
0.2060	2.08587	-10.6992	0	
0.2067	9.42989	-11.317	0	
0.2073	10.0383	-8.2777	0	
0.2080	7.30056	-7.33874	0	
0.2087	7.30056	-10.1062	0	
0.2093	9.42989	-11.317	0	
0.2100	10.9508	-8.57422	0	
0.2107	7.60475	-6.74571	0	
0.2113	2.39006	-5.83146	0	
0.2120	2.99844	-5.21372	0	
0.2127	4.51939	-7.33874	0	
0.2133	0.260734	-10.1062	0	
0.2140	-2.17279	-8.87073	0	
0.2147	0.564924	-6.74571	0	
0.2153	-0.0434557	-7.33874	0	
0.2160	-4.6063	-6.74571	0	
0.2167	-4.30211	-4.9172	0	
0.2173	-2.47697	-4.9172	0	
0.2180	-3.38954	-4.9172	0	
0.2187	-3.38954	-3.08869	0	
0.2193	-2.17279	-2.17444	0	
0.2200	-3.99792	-3.38521	0	
0.2207	-6.12725	-4.00295	0	
0.2213	-4.91049	-3.68172	0	
0.2220	-3.99792	-1.5567	0	
0.2227	-5.21468	-0.321224	0	
0.2233	-3.69373	-0.642448	0	
0.2240	-0.347646	-0.321224	0	
0.2247	-0.0434557	0.593029	0	
0.2253	-0.347646	-2.17444	0	
0.2260	1.78168	-6.42448	0	
0.2267	3.30263	-4.9172	0	
0.2273	3.60682	-2.17444	0	
0.2280	6.99637	-2.76747	0	
0.2287	9.42989	-1.85322	0	
0.2293	9.73408	-0.0247096	0	
0.2300	8.21313	-1.23548	0	
0.2307	3.60682	-1.5567	0	
0.2313	1.78168	1.50728	0	
0.2320	5.47542	3.6323	0	
0.2327	6.38799	5.1643	0	
0.2333	3.30263	7.90706	0	
0.2340	1.1733	8.5248	0	
0.2347	0.564924	9.43905	0	
0.2353	-1.8686	12.4783	0	
0.2360	-4.6063	10.0321	0	
0.2367	-5.51887	6.9928	0	
0.2373	-1.56441	11.8853	0	
0.2380	4.51939	17.0743	0	
0.2387	6.69218	16.7531	0	
0.2393	5.17123	16.4566	0	
0.2400	1.1733	17.0743	0	
0.2407	-1.8686	15.2211	0	
0.2413	-1.26022	12.7996	0	
0.2420	3.30263	11.5641	0	
0.2427	5.47542	10.971	0	
0.2433	4.51939	10.3533	0	
0.2440	3.60682	10.6498	0	
0.2447	5.47542	12.7996	0	
0.2453	8.51732	15.2211	0	
0.2460	10.0383	12.7996	0	
0.2467	11.8634	9.43905	0	
0.2473	14.6011	9.73557	0	
0.2480	14.2969	9.73557	0	
0.2487	10.9508	5.1643	0	
0.2493	10.3425	0.889544	0	
0.2500	10.0383	0.593029	0	
0.2507	6.99637	3.92882	0	
0.2513	5.77961	6.9928	0	
0.2520	6.38799	6.07855	0	
0.2527	3.60682	3.33579	0	
0.2533	0.260734	3.01457	0	
0.2540	-0.347646	3.33579	0	
0.2547	-0.956025	2.71805	0	
0.2553	-2.47697	2.71805	0	
0.2560	-2.78116	2.42154	0	
0.2567	-2.17279	2.71805	0	
0.2573	-0.0434557	4.86778	0	
0.2580	2.39006	7.61054	0	
0.2587	2.69425	9.73557	0	
0.2593	0.260734	9.73557	0	
0.2600	0.260734	8.20357	0	
0.2607	1.1733	6.69629	0	
0.2613	-0.956025	3.92882	0	
0.2620	-2.78116	1.18606	0	
0.2627	-1.26022	3.33579	0	
0.2633	0.260734	6.07855	0	
0.2640	0.869114	3.01457	0	
0.2647	2.39006	-0.321224	0	
0.2653	0.869114	0.593029	0	
0.2660	-2.78116	-0.321224	0	
0.2667	-3.69373	-2.17444	0	
0.2673	-2.78116	-0.938963	0	
0.2680	-4.6063	0.271805	0	
0.2687	-4.6063	-0.321224	0	
0.2693	0.869114	1.18606	0	
0.2700	3.60682	1.8038	0	
0.2707	-1.8686	-0.642448	0	
0.2713	-9.82099	-0.938963	0	
0.2720	-10.1252	0.271805	0	
0.2727	-5.21468	-2.17444	0	
0.2733	-0.347646	-6.42448	0	
0.2740	-0.956025	-7.33874	0	
0.2747	-5.51887	-7.65996	0	
0.2753	-8.56077	-8.87073	0	
0.2760	-9.21261	-10.1062	0	
0.2767	-11.0377	-10.4027	0	
0.2773	-11.0377	-10.6992	0	
0.2780	-8.90842	-11.317	0	
0.2787	-7.6482	-12.849	0	
0.2793	-6.12725	-13.1455	0	
0.2800	-3.69373	-10.6992	0	
0.2807	-5.51887	-8.57422	0	
0.2813	-8.56077	-9.19195	0	
0.2820	-5.82306	-9.78498	0	
0.2827	-2.17279	-8.87073	0	
0.2833	-3.08535	-7.95648	0	
0.2840	-3.69373	-7.04222	0	
0.2847	-3.69373	-5.21372	0	
0.2853	-5.82306	-4.00295	0	
0.2860	-5.82306	-4.00295	0	
0.2867	0.260734	-4.29946	0	
0.2873	4.2152	-4.00295	0	
0.2880	0.869114	-4.00295	0	
0.2887	-2.47697	-1.85322	0	
0.2893	-1.8686	2.42154	0	
0.2900	-0.0434557	3.6323	0	
0.2907	-0.347646	3.33579	0	
0.2913	0.260734	4.25004	0	
0.2920	2.69425	3.33579	0	
0.2927	2.08587	-0.321224	0	
0.2933	-2.78116	-0.0247096	0	
0.2940	-3.69373	1.18606	0	
0.2947	0.869114	-0.642448	0	
0.2953	1.1733	-1.23548	0	
0.2960	-0.347646	-0.938963	0	
0.2967	0.564924	-2.17444	0	
0.2973	-0.0434557	-0.321224	0	
0.2980	-2.47697	2.10031	0	
0.2987	-0.651836	1.18606	0	
0.2993	3.60682	3.92882	0	
0.3000	3.91101	10.3533	0	
0.3007	-0.347646	9.11783	0	
0.3013	-5.82306	3.6323	0	
0.3020	-5.82306	2.42154	0	
0.3027	-2.47697	3.33579	0	
0.3033	0.564924	3.33579	0	
0.3040	2.39006	3.33579	0	
0.3047	1.1733	2.42154	0	
0.3053	-1.26022	1.18606	0	
0.3060	0.869114	1.50728	0	
0.3067	3.91101	1.50728	0	
0.3073	1.1733	-0.0247096	0	
0.3080	-0.956025	-1.5567	0	
0.3087	1.78168	-2.76747	0	
0.3093	4.51939	-2.17444	0	
0.3100	3.60682	-0.0247096	0	
0.3107	-0.347646	0.593029	0	
0.3113	-2.78116	-0.321224	0	
0.3120	2.08587	-2.17444	0	
0.3127	7.90894	-3.38521	0	
0.3133	8.21313	-4.00295	0	
0.3140	9.1257	-3.68172	0	
0.3147	10.9508	-2.47096	0	
0.3153	10.3425	-1.23548	0	
0.3160	8.51732	-1.85322	0	
0.3167	5.47542	-4.9172	0	
0.3173	0.869114	-5.83146	0	
0.3180	-0.956025	-3.38521	0	
0.3187	-0.956025	-1.5567	0	
0.3193	0.869114	-4.00295	0	
0.3200	2.08587	-6.74571	0	
0.3207	-0.347646	-7.95648	0	
0.3213	-3.99792	-8.57422	0	
0.3220	-2.78116	-8.2777	0	
0.3227	0.869114	-6.74571	0	
0.3233	2.99844	-5.83146	0	
0.3240	1.78168	-3.68172	0	
0.3247	-0.956025	0.889544	0	
0.3253	-1.26022	3.33579	0	
0.3260	0.869114	3.6323	0	
0.3267	-0.0434557	4.86778	0	
0.3273	-3.69373	5.78204	0	
0.3280	-6.12725	6.37507	0	
0.3287	-6.43144	6.69629	0	
0.3293	-5.51887	5.1643	0	
0.3300	-3.08535	4.86778	0	
0.3307	-0.0434557	9.11783	0	
0.3313	1.1733	10.6498	0	
0.3320	2.39006	7.90706	0	
0.3327	2.39006	8.20357	0	
0.3333	0.260734	9.11783	0	
0.3340	-0.651836	7.90706	0	
0.3347	0.869114	8.5248	0	
0.3353	-0.651836	10.0321	0	
0.3360	-5.51887	7.28932	0	
0.3367	-6.12725	5.46081	0	
0.3373	-3.99792	7.28932	0	
0.3380	-4.6063	6.69629	0	
0.3387	-5.51887	5.1643	0	
0.3393	-6.12725	6.07855	0	
0.3400	-8.56077	7.61054	0	
0.3407	-8.56077	8.82131	0	
0.3413	-6.12725	10.6498	0	
0.3420	-5.82306	9.43905	0	
0.3427	-4.30211	7.90706	0	
0.3433	-0.0434557	8.5248	0	
0.3440	0.564924	8.5248	0	
0.3447	-2.17279	6.37507	0	
0.3453	-3.99792	5.1643	0	
0.3460	-5.82306	6.07855	0	
0.3467	-4.6063	5.46081	0	
0.3473	1.78168	4.25004	0	
0.3480	4.51939	4.25004	0	
0.3487	-0.651836	6.07855	0	
0.3493	-3.69373	6.9928	0	
0.3500	1.1733	5.78204	0	
0.3507	6.69218	5.46081	0	
0.3513	4.51939	6.07855	0	
0.3520	0.869114	6.07855	0	
0.3527	0.869114	6.69629	0	
0.3533	2.69425	8.5248	0	
0.3540	2.69425	7.28932	0	
0.3547	1.78168	3.6323	0	
0.3553	0.260734	2.42154	0	
0.3560	-2.78116	4.25004	0	
0.3567	-3.99792	4.54656	0	
0.3573	-3.38954	3.33579	0	
0.3580	-1.26022	1.8038	0	
0.3587	-0.347646	0.889544	0	
0.3593	-4.6063	0.593029	0	
0.3600	-9.21261	2.10031	0	
0.3607	-8.25658	5.1643	0	
0.3613	-4.91049	5.1643	0	
0.3620	-3.69373	3.33579	0	
0.3627	-3.99792	3.92882	0	
0.3633	-4.91049	7.61054	0	
0.3640	-5.51887	9.73557	0	
0.3647	-4.6063	8.82131	0	
0.3653	-2.47697	7.90706	0	
0.3660	1.1733	9.11783	0	
0.3667	5.47542	10.971	0	
0.3673	5.47542	11.5641	0	
0.3680	3.30263	10.971	0	
0.3687	5.47542	10.6498	0	
0.3693	6.99637	10.971	0	
0.3700	4.51939	9.73557	0	
0.3707	5.47542	6.9928	0	
0.3713	6.38799	6.37507	0	
0.3720	1.1733	6.9928	0	
0.3727	-3.69373	6.9928	0	
0.3733	-0.651836	5.1643	0	
0.3740	1.78168	3.01457	0	
0.3747	-0.956025	2.71805	0	
0.3753	-1.26022	2.10031	0	
0.3760	0.260734	-0.642448	0	
0.3767	-5.21468	-1.5567	0	
0.3773	-10.7336	-0.321224	0	
0.3780	-6.12725	-0.321224	0	
0.3787	0.869114	0.271805	0	
0.3793	0.869114	2.71805	0	
0.3800	-3.38954	-0.0247096	0	
0.3807	-4.6063	-4.29946	0	
0.3813	-2.78116	-3.08869	0	
0.3820	-1.26022	-1.23548	0	
0.3827	-2.47697	-3.08869	0	
0.3833	-0.956025	-1.23548	0	
0.3840	2.69425	1.50728	0	
0.3847	1.78168	-0.321224	0	
0.3853	-0.956025	-0.938963	0	
0.3860	-0.347646	0.889544	0	
0.3867	-0.0434557	0.271805	0	
0.3873	-0.651836	-0.938963	0	
0.3880	1.1733	-0.938963	0	
0.3887	4.51939	-3.38521	0	
0.3893	6.99637	-4.9172	0	
0.3900	9.42989	-3.38521	0	
0.3907	10.0383	-3.38521	0	
0.3913	7.30056	-4.9172	0	
0.3920	3.91101	-5.83146	0	
0.3927	1.1733	-7.04222	0	
0.3933	-0.347646	-8.87073	0	
0.3940	-0.0434557	-9.48847	0	
0.3947	0.260734	-9.78498	0	
0.3953	-1.8686	-9.48847	0	
0.3960	-3.38954	-7.95648	0	
0.3967	-2.78116	-7.65996	0	
0.3973	-4.6063	-8.2777	0	
0.3980	-6.73563	-8.57422	0	
0.3987	-3.99792	-10.1062	0	
0.3993	-1.8686	-10.1062	0	
0.4000	-3.99792	-7.65996	0	
0.4007	-4.6063	-6.74571	0	
0.4013	-3.69373	-7.04222	0	
0.4020	-5.51887	-5.83146	0	
0.4027	-4.91049	-7.95648	0	
0.4033	-0.651836	-12.849	0	
0.4040	1.78168	-11.9347	0	
0.4047	1.78168	-7.95648	0	
0.4053	3.60682	-6.42448	0	
0.4060	8.21313	-5.21372	0	
0.4067	8.51732	-4.00295	0	
0.4073	3.30263	-3.68172	0	
0.4080	-0.651836	-3.38521	0	
0.4087	0.869114	-3.68172	0	
0.4093	2.69425	-2.17444	0	
0.4100	3.30263	0.593029	0	
0.4107	3.60682	1.50728	0	
0.4113	1.78168	0.271805	0	
0.4120	-0.651836	-1.5567	0	
0.4127	0.564924	-2.47096	0	
0.4133	2.69425	-1.23548	0	
0.4140	2.08587	1.8038	0	
0.4147	-0.0434557	2.71805	0	
0.4153	-2.78116	0.593029	0	
0.4160	-7.34401	-1.85322	0	
0.4167	-10.1252	-2.47096	0	
0.4173	-6.43144	-2.76747	0	
0.4180	-2.78116	-4.9172	0	
0.4187	-3.38954	-5.83146	0	
