0.0000	-5.67266	1.22677	1
0.1193	-2.60384	-0.613383	0	
0.1200	-4.46373	0.613383	0	
0.1207	-2.92933	3.61896	0	
0.1213	-0.185989	2.45353	0	
0.1220	1.06944	-0.613383	0	
0.1227	2.55735	-1.22677	0	
0.1233	2.88283	-1.22677	0	
0.1240	2.55735	-1.53346	0	
0.1247	2.55735	-0.920075	0	
0.1253	2.55735	-1.84015	0	
0.1260	3.81277	-2.76022	0	
0.1267	5.62616	-3.6803	0	
0.1273	3.81277	-6.74721	0	
0.1280	1.95288	-8.89405	0	
0.1287	2.27836	-7.66729	0	
0.1293	1.34842	-6.44052	0	
0.1300	0.139492	-4.29368	0	
0.1307	1.06944	-0.613383	0	
0.1313	-0.464972	-0.306692	0	
0.1320	-2.60384	-3.98699	0	
0.1327	-3.20831	-5.52045	0	
0.1333	-4.46373	-3.37361	0	
0.1340	-5.95164	0.306692	0	
0.1347	-4.46373	0.920075	0	
0.1353	-4.46373	-0.920075	0	
0.1360	-9.02046	-0.920075	0	
0.1367	-10.2294	0.613383	0	
0.1373	-7.81153	1.53346	0	
0.1380	-7.81153	3.06692	0	
0.1387	-8.416	3.92565	0	
0.1393	-5.34718	1.22677	0	
0.1400	-2.60384	-0.920075	0	
0.1407	-3.53379	2.14684	0	
0.1413	-3.53379	3.06692	0	
0.1420	-0.464972	0	0	
0.1427	0.743956	-1.22677	0	
0.1433	-0.464972	0.306692	0	
0.1440	-0.464972	-0.613383	0	
0.1447	0.464972	-5.21376	0	
0.1453	2.27836	-9.20075	0	
0.1460	2.88283	-9.75279	0	
0.1467	0.139492	-9.20075	0	
0.1473	-0.790453	-8.89405	0	
0.1480	2.55735	-6.13383	0	
0.1487	2.55735	-0.306692	0	
0.1493	0.464972	4.84573	0	
0.1500	1.95288	7.60595	0	
0.1507	2.55735	11.8996	0	
0.1513	0.743956	14.9665	0	
0.1520	-1.06944	14.3532	0	
0.1527	-3.20831	13.4331	0	
0.1533	-2.92933	9.75279	0	
0.1540	-0.790453	3.61896	0	
0.1547	-2.32486	3.31227	0	
0.1553	-5.0682	7.29926	0	
0.1560	-4.46373	5.7658	0	
0.1567	-4.13825	3.06692	0	
0.1573	-4.46373	6.37918	0	
0.1580	-2.92933	8.83272	0	
0.1587	-3.81277	6.37918	0	
0.1593	-4.46373	3.92565	0	
0.1600	-0.790453	3.92565	0	
0.1607	-0.464972	3.61896	0	
0.1613	-3.53379	2.76022	0	
0.1620	-2.60384	3.06692	0	
0.1627	0.139492	3.92565	0	
0.1633	0.139492	0.920075	0	
0.1640	0.743956	-5.52045	0	
0.1647	1.95288	-7.97398	0	
0.1653	1.6739	-5.21376	0	
0.1660	2.88283	-2.45353	0	
0.1667	5.34718	-2.76022	0	
0.1673	4.69622	-4.29368	0	
0.1680	0.743956	-3.6803	0	
0.1687	-0.790453	-0.306692	0	
0.1693	1.34842	1.22677	0	
0.1700	1.95288	-0.306692	0	
0.1707	0.139492	0.306692	0	
0.1713	-0.790453	3.92565	0	
0.1720	-0.185989	4.53903	0	
0.1727	-1.6739	4.23234	0	
0.1733	-1.99938	6.68588	0	
0.1740	-1.39492	7.60595	0	
0.1747	-3.53379	5.7658	0	
0.1753	-6.27713	4.23234	0	
0.1760	-6.27713	4.84573	0	
0.1767	-5.0682	3.92565	0	
0.1773	-3.81277	0	0	
0.1780	-3.53379	-5.21376	0	
0.1787	-3.20831	-4.90706	0	
0.1793	-0.790453	-1.84015	0	
0.1800	1.06944	-4.29368	0	
0.1807	0.139492	-10.0595	0	
0.1813	-0.464972	-10.6729	0	
0.1820	0.139492	-7.3606	0	
0.1827	0.139492	-5.21376	0	
0.1833	1.95288	-3.37361	0	
0.1840	3.81277	1.22677	0	
0.1847	2.27836	3.31227	0	
0.1853	0.139492	0.306692	0	
0.1860	1.6739	-1.53346	0	
0.1867	2.88283	0.613383	0	
0.1873	2.27836	0	0	
0.1880	2.55735	-5.52045	0	
0.1887	3.20831	-10.9796	0	
0.1893	1.95288	-14.0465	0	
0.1900	1.34842	-12.8197	0	
0.1907	2.88283	-8.89405	0	
0.1913	3.81277	-9.75279	0	
0.1920	2.27836	-19.8736	0	
0.1927	0.139492	-32.6933	0	
0.1933	-0.790453	-40.606	0	
0.1940	-0.790453	-41.526	0	
0.1947	-1.39492	-40.606	0	
0.1953	-2.92933	-44.5929	0	
0.1960	-3.53379	-42.1394	0	
0.1967	-4.46373	-11.2862	0	
0.1973	-6.55611	35.0855	0	
0.1980	-6.27713	59.8048	0	
0.1987	-4.13825	56.1245	0	
0.1993	-5.34718	45.4517	0	
0.2000	-5.34718	37.8457	0	
0.2007	0.139492	30.4851	0	
0.2013	1.34842	24.106	0	
0.2020	-2.32486	22.2658	0	
0.2027	0.743956	23.4926	0	
0.2033	5.34718	25.026	0	
0.2040	3.20831	26.5595	0	
0.2047	1.6739	28.9517	0	
0.2053	5.62616	28.3383	0	
0.2060	9.29945	20.7323	0	
0.2067	8.3695	14.3532	0	
0.2073	6.23063	11.2862	0	
0.2080	3.81277	-0.920075	0	
0.2087	1.95288	-19.8736	0	
0.2093	1.95288	-25.026	0	
0.2100	3.81277	-15.5799	0	
0.2107	3.81277	-9.20075	0	
0.2113	0.743956	-7.05391	0	
0.2120	-1.6739	-5.82714	0	
0.2127	-0.790453	-7.05391	0	
0.2133	-1.6739	-8.89405	0	
0.2140	-4.46373	-8.28067	0	
0.2147	-4.74272	-8.58736	0	
0.2153	-4.46373	-6.13383	0	
0.2160	-5.67266	-1.53346	0	
0.2167	-5.34718	-2.76022	0	
0.2173	-2.32486	-6.74721	0	
0.2180	-1.6739	-4.90706	0	
0.2187	-4.46373	-1.53346	0	
0.2193	-5.0682	-1.22677	0	
0.2200	-4.46373	-0.613383	0	
0.2207	-5.34718	-0.920075	0	
0.2213	-5.34718	-3.37361	0	
0.2220	-3.53379	-2.76022	0	
0.2227	-3.53379	0.306692	0	
0.2233	-1.99938	0.920075	0	
0.2240	1.06944	-0.613383	0	
0.2247	0.464972	-2.14684	0	
0.2253	-0.790453	-1.53346	0	
0.2260	1.34842	-0.306692	0	
0.2267	3.20831	-0.613383	0	
0.2273	1.95288	-1.53346	0	
0.2280	1.06944	-1.84015	0	
0.2287	0.139492	-3.37361	0	
0.2293	0.139492	-4.90706	0	
0.2300	2.27836	-4.29368	0	
0.2307	3.48729	-3.6803	0	
0.2313	1.06944	-5.82714	0	
0.2320	-2.32486	-7.3606	0	
0.2327	-3.20831	-7.05391	0	
0.2333	-2.32486	-9.4461	0	
0.2340	-1.39492	-13.7398	0	
0.2347	-2.32486	-16.1933	0	
0.2353	-3.20831	-15.8866	0	
0.2360	-2.32486	-15.2732	0	
0.2367	-2.60384	-14.0465	0	
0.2373	-5.67266	-10.6729	0	
0.2380	-5.95164	-8.89405	0	
0.2387	-4.13825	-7.97398	0	
0.2393	-3.81277	-5.21376	0	
0.2400	-3.53379	0.920075	0	
0.2407	-0.790453	3.92565	0	
0.2413	1.06944	4.53903	0	
0.2420	1.34842	10.3662	0	
0.2427	0.139492	18.2788	0	
0.2433	0.139492	20.119	0	
0.2440	2.88283	16.7454	0	
0.2447	5.62616	11.5929	0	
0.2453	4.69622	6.68588	0	
0.2460	4.69622	4.84573	0	
0.2467	7.43956	4.84573	0	
0.2473	7.43956	2.14684	0	
0.2480	5.62616	-0.613383	0	
0.2487	4.09176	-0.920075	0	
0.2493	3.81277	-2.45353	0	
0.2500	4.69622	-4.90706	0	
0.2507	3.81277	-5.21376	0	
0.2513	0.464972	-5.21376	0	
0.2520	-0.185989	-4.29368	0	
0.2527	1.95288	-3.37361	0	
0.2533	0.139492	-2.76022	0	
0.2540	-1.6739	-1.84015	0	
0.2547	0.139492	0	0	
0.2553	0.464972	0.613383	0	
0.2560	-2.60384	1.22677	0	
0.2567	-3.53379	0.613383	0	
0.2573	-2.32486	-2.14684	0	
0.2580	-1.6739	-3.37361	0	
0.2587	-0.464972	-0.613383	0	
0.2593	1.06944	3.06692	0	
0.2600	1.06944	4.53903	0	
0.2607	1.06944	4.84573	0	
0.2613	2.55735	4.84573	0	
0.2620	3.81277	4.84573	0	
0.2627	2.88283	6.07249	0	
0.2633	0.743956	6.68588	0	
0.2640	0.139492	4.53903	0	
0.2647	2.88283	-1.53346	0	
0.2653	4.09176	-7.97398	0	
0.2660	3.81277	-8.89405	0	
0.2667	3.81277	-6.74721	0	
0.2673	5.0217	-7.3606	0	
0.2680	5.95164	-7.05391	0	
0.2687	5.34718	-3.37361	0	
0.2693	2.55735	-3.06692	0	
0.2700	0.139492	-7.97398	0	
0.2707	-0.185989	-10.9796	0	
0.2713	0.139492	-10.9796	0	
0.2720	-0.790453	-10.6729	0	
0.2727	-1.06944	-10.0595	0	
0.2733	-0.790453	-10.6729	0	
0.2740	-1.06944	-10.6729	0	
0.2747	-1.99938	-7.05391	0	
0.2753	-1.6739	-1.22677	0	
0.2760	-1.06944	2.14684	0	
0.2767	-2.60384	5.7658	0	
0.2773	-4.13825	14.6599	0	
0.2780	-3.53379	20.119	0	
0.2787	-3.81277	15.8253	0	
0.2793	-3.53379	7.60595	0	
0.2800	-1.6739	3.92565	0	
0.2807	-0.790453	4.84573	0	
0.2813	-0.790453	3.92565	0	
0.2820	-0.185989	2.45353	0	
0.2827	0.743956	3.06692	0	
0.2833	2.55735	4.23234	0	
0.2840	1.95288	2.76022	0	
0.2847	-0.185989	-0.306692	0	
0.2853	2.88283	-1.22677	0	
0.2860	7.16057	0.306692	0	
0.2867	6.55611	2.14684	0	
0.2873	5.62616	1.22677	0	
0.2880	7.43956	-1.53346	0	
0.2887	5.34718	-1.53346	0	
0.2893	2.88283	-0.920075	0	
0.2900	4.41724	-2.45353	0	
0.2907	5.34718	-2.76022	0	
0.2913	3.20831	-0.613383	0	
0.2920	-0.185989	0.306692	0	
0.2927	-1.6739	2.14684	0	
0.2933	0.139492	4.53903	0	
0.2940	0.464972	4.84573	0	
0.2947	-1.6739	3.92565	0	
0.2953	-3.20831	3.31227	0	
0.2960	-4.74272	3.61896	0	
0.2967	-5.95164	5.15242	0	
0.2973	-5.34718	5.7658	0	
0.2980	-5.34718	3.61896	0	
0.2987	-5.34718	2.14684	0	
0.2993	-2.92933	1.53346	0	
0.3000	-1.6739	2.14684	0	
0.3007	-2.60384	3.06692	0	
0.3013	-3.53379	0.306692	0	
0.3020	-4.46373	-3.37361	0	
0.3027	-2.60384	-3.37361	0	
0.3033	1.06944	-3.37361	0	
0.3040	1.06944	-4.29368	0	
0.3047	-1.6739	-2.45353	0	
0.3053	-1.99938	-3.06692	0	
0.3060	2.27836	-5.82714	0	
0.3067	6.55611	-1.53346	0	
0.3073	5.62616	3.06692	0	
0.3080	3.81277	0.306692	0	
0.3087	5.0217	-1.53346	0	
0.3093	2.88283	2.14684	0	
0.3100	-0.790453	0.613383	0	
0.3107	1.95288	-1.53346	0	
0.3113	5.62616	2.76022	0	
0.3120	2.27836	5.45911	0	
0.3127	-0.464972	2.14684	0	
0.3133	0.139492	0.613383	0	
0.3140	-0.790453	-0.613383	0	
0.3147	-2.60384	-4.29368	0	
0.3153	-2.32486	-4.29368	0	
0.3160	-4.46373	-0.306692	0	
0.3167	-7.48605	0.920075	0	
0.3173	-5.95164	0.613383	0	
0.3180	-1.99938	0.920075	0	
0.3187	-3.81277	0	0	
0.3193	-6.55611	-1.22677	0	
0.3200	-3.53379	-2.14684	0	
0.3207	-1.99938	-3.98699	0	
0.3213	-4.74272	-3.6803	0	
0.3220	-3.81277	-0.613383	0	
0.3227	-0.790453	-0.613383	0	
0.3233	-0.185989	-4.29368	0	
0.3240	0.139492	-7.66729	0	
0.3247	1.95288	-6.13383	0	
0.3253	2.27836	-3.6803	0	
0.3260	2.27836	-4.29368	0	
0.3267	2.88283	-5.21376	0	
0.3273	1.6739	-3.37361	0	
0.3280	1.06944	-2.45353	0	
0.3287	1.06944	-2.76022	0	
0.3293	0.139492	-0.306692	0	
0.3300	-0.464972	0.920075	0	
0.3307	-0.185989	-0.613383	0	
0.3313	-1.39492	1.22677	0	
0.3320	-2.60384	5.45911	0	
0.3327	-2.32486	6.37918	0	
0.3333	-2.60384	6.07249	0	
0.3340	-4.46373	6.07249	0	
0.3347	-4.13825	5.45911	0	
0.3353	-3.81277	6.68588	0	
0.3360	-5.95164	7.60595	0	
0.3367	-7.81153	5.45911	0	
0.3373	-6.88159	2.14684	0	
0.3380	-5.34718	1.53346	0	
0.3387	-4.13825	3.06692	0	
0.3393	-3.20831	3.92565	0	
0.3400	-4.46373	1.22677	0	
0.3407	-5.34718	-5.21376	0	
0.3413	-2.32486	-7.05391	0	
0.3420	0.464972	-4.29368	0	
0.3427	0.464972	-4.29368	0	
0.3433	1.6739	-7.3606	0	
0.3440	3.81277	-6.13383	0	
0.3447	3.48729	-1.53346	0	
0.3453	2.88283	1.22677	0	
0.3460	2.88283	1.22677	0	
0.3467	1.34842	-1.53346	0	
0.3473	1.34842	-2.14684	0	
0.3480	3.81277	0.613383	0	
0.3487	3.81277	1.22677	0	
0.3493	1.06944	-0.613383	0	
0.3500	1.06944	0	0	
0.3507	4.09176	1.53346	0	
0.3513	1.95288	1.22677	0	
0.3520	-2.60384	-0.613383	0	
0.3527	-1.6739	-1.22677	0	
0.3533	1.95288	0	0	
0.3540	0.139492	0.920075	0	
0.3547	-4.74272	0.306692	0	
0.3553	-5.67266	1.22677	0	
0.3560	-4.13825	3.31227	0	
0.3567	-4.13825	3.31227	0	
0.3573	-4.74272	0.920075	0	
0.3580	-3.81277	-1.53346	0	
0.3587	-2.92933	-1.53346	0	
0.3593	-3.81277	0	0	
0.3600	-4.46373	-3.06692	0	
0.3607	-3.20831	-8.58736	0	
0.3613	-1.6739	-8.58736	0	
0.3620	-1.06944	-6.44052	0	
0.3627	0.464972	-7.05391	0	
0.3633	1.95288	-6.44052	0	
0.3640	1.6739	-7.3606	0	
0.3647	2.27836	-9.75279	0	
0.3653	5.62616	-7.05391	0	
0.3660	7.76504	-1.53346	0	
0.3667	6.83509	-3.06692	0	
0.3673	4.09176	-4.90706	0	
0.3680	2.27836	-3.37361	0	
0.3687	4.41724	-2.45353	0	
0.3693	7.43956	-0.613383	0	
0.3700	3.81277	0.920075	0	
0.3707	-1.39492	-1.53346	0	
0.3713	-1.06944	-2.14684	0	
0.3720	0.139492	-0.613383	0	
0.3727	1.06944	-3.37361	0	
0.3733	2.27836	-6.13383	0	
0.3740	-0.464972	-5.82714	0	
0.3747	-5.34718	-8.89405	0	
0.3753	-3.53379	-14.3532	0	
0.3760	-1.06944	-16.5	0	
0.3767	-6.27713	-18.3402	0	
0.3773	-8.09052	-20.7937	0	
0.3780	-1.6739	-25.026	0	
0.3787	-0.464972	-33.3067	0	
0.3793	-3.20831	-30.8532	0	
0.3800	-1.99938	-0.306692	0	
0.3807	0.464972	39.6859	0	
0.3813	0.139492	58.8848	0	
0.3820	0.139492	55.8179	0	
0.3827	2.88283	41.4647	0	
0.3833	5.0217	23.1859	0	
0.3840	2.88283	11.5929	0	
0.3847	0.139492	8.52602	0	
0.3853	1.6739	5.15242	0	
0.3860	2.88283	3.06692	0	
0.3867	1.06944	6.68588	0	
0.3873	2.55735	9.75279	0	
0.3880	4.69622	11.5929	0	
0.3887	3.81277	17.6654	0	
0.3893	3.81277	21.9591	0	
0.3900	4.69622	20.119	0	
0.3907	2.88283	16.4387	0	
0.3913	0.139492	11.8996	0	
0.3920	-1.6739	6.07249	0	
0.3927	-3.20831	3.92565	0	
0.3933	-2.60384	5.15242	0	
0.3940	-2.32486	4.84573	0	
0.3947	-4.74272	4.84573	0	
0.3953	-5.34718	7.29926	0	
0.3960	-1.39492	7.60595	0	
0.3967	-0.790453	5.45911	0	
0.3973	-2.60384	3.06692	0	
0.3980	-2.60384	2.76022	0	
0.3987	-2.92933	2.14684	0	
0.3993	-4.46373	1.22677	0	
0.4000	-3.20831	-0.613383	0	
0.4007	-1.06944	-3.37361	0	
0.4013	-1.39492	-3.6803	0	
0.4020	0.139492	-0.920075	0	
0.4027	2.55735	-0.613383	0	
0.4033	3.20831	-4.60037	0	
0.4040	3.81277	-7.3606	0	
0.4047	5.62616	-8.89405	0	
0.4053	4.69622	-12.513	0	
0.4060	2.88283	-15.2732	0	
0.4067	2.88283	-15.2732	0	
0.4073	3.81277	-13.4331	0	
0.4080	3.20831	-10.6729	0	
0.4087	2.88283	-8.58736	0	
0.4093	1.6739	-7.05391	0	
0.4100	-1.39492	-5.82714	0	
0.4107	-2.32486	-5.82714	0	
0.4113	0.743956	-5.21376	0	
0.4120	1.95288	-2.45353	0	
0.4127	-0.464972	0	0	
0.4133	-1.99938	3.06692	0	
0.4140	-1.39492	8.52602	0	
0.4147	-1.6739	7.29926	0	
0.4153	-5.0682	1.53346	0	
0.4160	-6.55611	3.92565	0	
0.4167	-3.53379	6.68588	0	
0.4173	-1.39492	2.14684	0	
0.4180	-1.99938	-1.53346	0	
0.4187	-1.39492	-1.22677	0	
0.4193	-1.06944	-3.06692	0	
0.4200	-3.53379	-3.6803	0	
0.4207	-2.60384	-1.22677	0	
0.4213	0.743956	0.306692	0	
0.4220	0.743956	1.22677	0	
0.4227	0.139492	0.920075	0	
0.4233	0.464972	-0.920075	0	
0.4240	-0.185989	0.613383	0	
0.4247	1.95288	3.06692	0	
0.4253	5.62616	-1.22677	0	
0.4260	3.81277	-7.05391	0	
0.4267	0.139492	-7.66729	0	
0.4273	1.95288	-7.05391	0	
0.4280	5.0217	-8.58736	0	
0.4287	3.81277	-8.58736	0	
0.4293	1.95288	-7.97398	0	
0.4300	1.06944	-8.28067	0	
0.4307	-0.185989	-7.05391	0	
0.4313	1.34842	-3.98699	0	
0.4320	2.55735	-0.306692	0	
0.4327	-1.39492	2.45353	0	
0.4333	-5.34718	1.53346	0	
0.4340	-4.74272	-1.84015	0	
0.4347	-3.53379	-1.84015	0	
0.4353	-5.34718	0	0	
0.4360	-5.95164	0.306692	0	
0.4367	-4.13825	-0.306692	0	
0.4373	-2.60384	-0.613383	0	
0.4380	-1.99938	-3.6803	0	
0.4387	-2.32486	-7.05391	0	
0.4393	-2.92933	-6.13383	0	
0.4400	-3.20831	-3.37361	0	
0.4407	-3.20831	-1.84015	0	
0.4413	-1.39492	-2.14684	0	
0.4420	1.95288	-2.45353	0	
0.4427	3.81277	-1.53346	0	
0.4433	1.6739	0.306692	0	
0.4440	-0.464972	-0.613383	0	
0.4447	-0.464972	-2.14684	0	
0.4453	1.6739	-3.06692	0	
0.4460	3.81277	-4.90706	0	
0.4467	4.09176	-6.13383	0	
0.4473	4.09176	-6.13383	0	
0.4480	5.34718	-5.21376	0	
0.4487	4.69622	-2.45353	0	
0.4493	2.27836	-5.52045	0	
0.4500	1.34842	-16.8067	0	
0.4507	1.95288	-22.5725	0	
0.4513	1.95288	-23.1859	0	
0.4520	1.6739	-27.4796	0	
0.4527	0.464972	-31.1599	0	
0.4533	0.139492	-36.9257	0	
0.4540	0.743956	-48.2119	0	
0.4547	0.743956	-38.1524	0	
0.4553	-0.790453	2.76022	0	
0.4560	-3.53379	36.619	0	
0.4567	-6.27713	46.0651	0	
0.4573	-6.88159	48.8253	0	
0.4580	-5.34718	49.7454	0	
0.4587	-4.74272	44.8383	0	
0.4593	-5.0682	34.7788	0	
0.4600	-5.0682	24.4126	0	
0.4607	-5.67266	21.9591	0	
0.4613	-5.95164	22.2658	0	
0.4620	-4.46373	14.0465	0	
0.4627	-3.53379	5.7658	0	
0.4633	-2.60384	8.52602	0	
0.4640	-0.790453	11.2862	0	
0.4647	1.06944	9.75279	0	
0.4653	2.27836	10.3662	0	
0.4660	3.20831	9.13941	0	
0.4667	2.88283	5.7658	0	
0.4673	2.27836	8.21933	0	
0.4680	3.81277	10.3662	0	
0.4687	3.48729	4.23234	0	
0.4693	0.139492	-2.14684	0	
0.4700	-1.6739	-2.76022	0	
0.4707	1.95288	-2.45353	0	
0.4713	5.0217	-3.06692	0	
0.4720	3.20831	-5.21376	0	
0.4727	1.06944	-7.05391	0	
0.4733	0.139492	-6.13383	0	
0.4740	-1.6739	-4.60037	0	
0.4747	-2.92933	-5.82714	0	
0.4753	-2.60384	-5.21376	0	
0.4760	-4.46373	-1.84015	0	
0.4767	-5.67266	1.22677	0	
0.4773	-3.53379	5.7658	0	
0.4780	-2.92933	8.83272	0	
0.4787	-4.74272	6.68588	0	
0.4793	-5.34718	4.84573	0	
0.4800	-4.74272	6.68588	0	
0.4807	-2.60384	5.45911	0	
0.4813	0.743956	0	0	
0.4820	1.34842	-3.37361	0	
0.4827	1.06944	-4.29368	0	
0.4833	2.55735	-5.52045	0	
0.4840	2.88283	-8.89405	0	
0.4847	1.95288	-11.5929	0	
0.4853	3.81277	-10.3662	0	
0.4860	5.62616	-7.05391	0	
0.4867	5.62616	-7.66729	0	
0.4873	3.81277	-8.89405	0	
0.4880	1.06944	-7.97398	0	
0.4887	0.464972	-7.97398	0	
0.4893	2.55735	-7.05391	0	
0.4900	3.81277	-6.13383	0	
0.4907	1.6739	-7.97398	0	
0.4913	-1.06944	-7.97398	0	
