0.0000	5.52442	0.496174	1
0.0007	5.83605	1.70904	0	
0.0013	4.61785	0.496174	0	
0.0020	3.08801	-0.110261	0	
0.0027	3.71128	0.165391	0	
0.0033	3.39964	-0.110261	0	
0.0040	1.27487	-1.04748	0	
0.0047	0.339964	-2.26035	0	
0.0053	-0.566607	-2.59113	0	
0.0060	-2.40808	-0.716696	0	
0.0067	-3.00302	0.165391	0	
0.0073	-3.31465	-1.32313	0	
0.0080	-4.22122	-2.26035	0	
0.0087	-5.15613	-1.32313	0	
0.0093	-5.75106	-1.04748	0	
0.0100	-3.31465	-0.110261	0	
0.0107	-0.566607	2.92191	0	
0.0113	-2.69138	4.46557	0	
0.0120	-5.75106	3.52835	0	
0.0127	-4.53286	3.52835	0	
0.0133	-3.31465	3.52835	0	
0.0140	-2.40808	2.64626	0	
0.0147	-0.254973	2.64626	0	
0.0153	0.963232	0.771826	0	
0.0160	1.55817	-2.26035	0	
0.0167	2.77638	-2.86678	0	
0.0173	2.49307	-2.26035	0	
0.0180	2.18144	-3.804	0	
0.0187	3.08801	-6.50539	0	
0.0193	2.18144	-8.04904	0	
0.0200	1.27487	-8.04904	0	
0.0207	2.18144	-8.37983	0	
0.0213	3.08801	-10.1991	0	
0.0220	2.18144	-11.412	0	
0.0227	-0.254973	-8.37983	0	
0.0233	-1.78481	-3.804	0	
0.0240	-1.47318	-1.04748	0	
0.0247	-1.47318	1.70904	0	
0.0253	-3.31465	7.82852	0	
0.0260	-5.15613	14.4993	0	
0.0267	-3.62629	15.4365	0	
0.0273	-1.78481	10.2543	0	
0.0280	-2.40808	6.28487	0	
0.0287	-3.31465	6.28487	0	
0.0293	-4.22122	5.072	0	
0.0300	-5.15613	1.70904	0	
0.0307	-4.53286	1.70904	0	
0.0313	-4.22122	2.31548	0	
0.0320	-5.15613	-0.110261	0	
0.0327	-3.62629	-0.110261	0	
0.0333	0.651598	1.37826	0	
0.0340	2.18144	0.165391	0	
0.0347	0.963232	1.37826	0	
0.0353	1.27487	4.13478	0	
0.0360	2.77638	2.31548	0	
0.0367	4.02291	0.771826	0	
0.0373	4.61785	2.03983	0	
0.0380	2.49307	-0.441043	0	
0.0387	0.339964	-2.86678	0	
0.0393	2.18144	-0.441043	0	
0.0400	4.02291	-0.716696	0	
0.0407	2.49307	-3.804	0	
0.0413	2.77638	-4.41043	0	
0.0420	4.61785	-3.19757	0	
0.0427	4.30621	-3.19757	0	
0.0433	1.27487	-3.19757	0	
0.0440	-2.69138	-3.19757	0	
0.0447	-3.62629	-1.92957	0	
0.0453	-3.00302	-0.441043	0	
0.0460	-3.31465	-1.92957	0	
0.0467	-2.40808	-1.32313	0	
0.0473	-0.566607	1.70904	0	
0.0480	-2.69138	2.03983	0	
0.0487	-6.0627	0.165391	0	
0.0493	-5.75106	1.70904	0	
0.0500	-3.62629	3.52835	0	
0.0507	-2.40808	2.64626	0	
0.0513	-2.40808	2.03983	0	
0.0520	-3.62629	2.03983	0	
0.0527	-2.40808	2.31548	0	
0.0533	0.0566607	3.85913	0	
0.0540	-1.47318	4.46557	0	
0.0547	-3.00302	2.92191	0	
0.0553	0.963232	2.31548	0	
0.0560	2.77638	2.64626	0	
0.0567	0.339964	0.496174	0	
0.0573	0.963232	-1.65391	0	
0.0580	4.02291	1.70904	0	
0.0587	4.92948	5.072	0	
0.0593	4.30621	1.10261	0	
0.0600	5.24112	-5.6233	0	
0.0607	6.45932	-5.29252	0	
0.0613	6.14769	-0.110261	0	
0.0620	5.24112	-0.110261	0	
0.0627	4.30621	-4.07965	0	
0.0633	3.08801	-4.68609	0	
0.0640	0.0566607	-3.47322	0	
0.0647	-2.69138	-2.86678	0	
0.0653	-3.31465	-2.26035	0	
0.0660	-3.62629	-3.47322	0	
0.0667	-3.62629	-3.804	0	
0.0673	-2.40808	0.496174	0	
0.0680	-3.62629	2.31548	0	
0.0687	-6.96927	0.496174	0	
0.0693	-7.2809	1.10261	0	
0.0700	-6.0627	3.2527	0	
0.0707	-5.75106	2.92191	0	
0.0713	-6.0627	4.46557	0	
0.0720	-4.22122	5.34765	0	
0.0727	-2.69138	1.70904	0	
0.0733	-2.09645	-0.110261	0	
0.0740	0.0566607	1.10261	0	
0.0747	1.8698	-0.441043	0	
0.0753	0.651598	-1.92957	0	
0.0760	0.963232	-0.441043	0	
0.0767	3.71128	0.165391	0	
0.0773	5.24112	0.165391	0	
0.0780	4.92948	-0.110261	0	
0.0787	4.30621	-1.92957	0	
0.0793	2.77638	-2.26035	0	
0.0800	3.08801	0.165391	0	
0.0807	5.52442	0.165391	0	
0.0813	5.83605	-0.716696	0	
0.0820	2.77638	-0.110261	0	
0.0827	0.963232	-1.32313	0	
0.0833	1.8698	-4.41043	0	
0.0840	2.49307	-4.07965	0	
0.0847	-0.566607	-1.92957	0	
0.0853	-2.40808	-1.92957	0	
0.0860	-0.566607	-1.92957	0	
0.0867	-0.566607	-2.59113	0	
0.0873	-4.53286	-2.86678	0	
