0.0000	1.4784	29.5112	1
0.0007	-0.0547555	10.6056	0	
0.0013	-1.86169	4.20765	0	
0.0020	-3.99715	-5.87918	0	
0.0027	-6.46115	-24.4966	0	
0.0033	-4.928	-27.8397	0	
0.0040	-1.25938	-15.966	0	
0.0047	-3.12106	-15.332	0	
0.0053	-7.39199	-21.4417	0	
0.0060	-7.39199	-17.4646	0	
0.0067	-5.85884	-11.9889	0	
0.0073	-2.19022	-11.3549	0	
0.0080	1.80693	-7.72363	0	
0.0087	0.547555	-5.24515	0	
0.0093	-2.19022	-9.51044	0	
0.0100	1.4784	-12.2771	0	
0.0107	4.21617	-11.0667	0	
0.0113	1.4784	-11.9889	0	
0.0120	1.14987	-18.3869	0	
0.0127	3.28533	-28.7619	0	
0.0133	2.68302	-35.1598	0	
0.0140	2.08071	-33.3154	0	
0.0147	2.08071	-33.6612	0	
0.0153	0.273778	-37.9265	0	
0.0160	-0.328533	-27.2633	0	
0.0167	1.4784	-2.19028	0	
0.0173	0.547555	10.3174	0	
0.0180	-1.86169	4.78404	0	
0.0187	-2.79253	2.3632	0	
0.0193	-2.79253	8.47294	0	
0.0200	-3.99715	17.9257	0	
0.0207	-5.53031	22.5369	0	
0.0213	-4.32569	13.0264	0	
0.0220	-3.12106	-5.24515	0	
0.0227	-3.99715	-17.1764	0	
0.0233	-5.53031	-25.073	0	
0.0240	-4.928	-35.448	0	
0.0247	-3.39484	-47.3793	0	
0.0253	-4.32569	-59.2529	0	
0.0260	-4.928	-66.6307	0	
0.0267	-1.58791	-65.3627	0	
0.0273	1.80693	-58.9647	0	
0.0280	0.273778	-49.5119	0	
0.0287	-1.58791	-41.5577	0	
0.0293	2.40924	-36.3702	0	
0.0300	5.14702	-22.9403	0	
0.0307	1.4784	-4.32293	0	
0.0313	-0.0547555	2.3632	0	
0.0320	2.40924	5.41807	0	
0.0327	2.40924	16.7153	0	
0.0333	2.08071	22.5369	0	
0.0340	4.54471	31.0674	0	
0.0347	6.35164	59.1376	0	
0.0353	6.95395	87.496	0	
0.0360	5.14702	93.0294	0	
0.0367	1.4784	79.2537	0	
0.0373	0.876088	57.2932	0	
0.0380	2.40924	39.598	0	
0.0387	1.80693	32.2779	0	
0.0393	0.547555	26.1681	0	
0.0400	-0.328533	18.5598	0	
0.0407	-2.19022	14.2945	0	
0.0413	-3.12106	11.816	0	
0.0420	-3.12106	12.45	0	
0.0427	-4.32569	17.0035	0	
0.0433	-3.12106	15.5049	0	
0.0440	-0.985599	8.76113	0	
0.0447	-1.25938	9.39516	0	
0.0453	-1.86169	12.45	0	
0.0460	-2.79253	9.68336	0	
0.0467	-3.99715	7.55071	0	
0.0473	-2.464	8.18474	0	
0.0480	0.547555	6.91668	0	
0.0487	0.547555	5.70626	0	
0.0493	-0.657066	6.34029	0	
0.0500	-0.328533	3.28542	0	
0.0507	-0.328533	-5.24515	0	
0.0513	-0.0547555	-14.1216	0	
0.0520	2.08071	-20.5195	0	
0.0527	4.54471	-24.7848	0	
0.0533	4.81849	-25.4188	0	
0.0540	4.21617	-22.9403	0	
0.0547	4.21617	-20.5195	0	
0.0553	3.61386	-16.8882	0	
0.0560	1.4784	-9.51044	0	
0.0567	2.40924	-1.26806	0	
0.0573	3.28533	2.99723	0	
0.0580	-0.0547555	-0.979863	0	
0.0587	-1.25938	-8.30002	0	
0.0593	0.876088	-12.2771	0	
0.0600	-0.657066	-14.1216	0	
0.0607	-3.72338	-14.1216	0	
0.0613	-1.58791	-10.4327	0	
0.0620	-0.328533	-5.87918	0	
0.0627	-2.19022	-4.95696	0	
0.0633	-0.328533	-3.45834	0	
0.0640	1.4784	-2.19028	0	
0.0647	-1.25938	-2.82431	0	
0.0653	-2.19022	-1.90209	0	
0.0660	-0.657066	0.518751	0	
0.0667	-3.72338	2.6514	0	
0.0673	-5.53031	6.34029	0	
0.0680	-0.328533	8.76113	0	
0.0687	3.61386	8.76113	0	
0.0693	2.68302	11.816	0	
0.0700	2.68302	15.5049	0	
0.0707	5.14702	12.45	0	
0.0713	6.07786	8.76113	0	
0.0720	5.14702	9.68336	0	
0.0727	3.61386	9.68336	0	
0.0733	4.54471	4.20765	0	
0.0740	6.35164	-4.03473	0	
0.0747	4.81849	-11.0667	0	
0.0753	0.547555	-15.966	0	
0.0760	-0.328533	-19.8855	0	
0.0767	0.876088	-22.9403	0	
0.0773	0.273778	-23.8626	0	
0.0780	-1.58791	-22.9403	0	
0.0787	-0.985599	-21.1535	0	
0.0793	0.547555	-20.8077	0	
0.0800	0.547555	-25.707	0	
0.0807	-0.0547555	-33.6612	0	
0.0813	-1.25938	-41.2695	0	
0.0820	-1.25938	-44.3244	0	
0.0827	-1.86169	-39.4251	0	
0.0833	-3.12106	-30.8945	0	
0.0840	-2.19022	-18.675	0	
0.0847	-1.25938	6.91668	0	
0.0853	-3.39484	34.4105	0	
0.0860	-3.39484	37.7536	0	
0.0867	-0.985599	22.5369	0	
0.0873	-3.12106	12.1042	0	
0.0880	-4.32569	8.47294	0	
0.0887	0.273778	5.12987	0	
0.0893	1.80693	7.26252	0	
0.0900	-0.985599	12.7382	0	
0.0907	1.4784	15.7931	0	
0.0913	4.54471	20.0584	0	
0.0920	3.28533	21.9028	0	
0.0927	4.21617	11.5278	0	
0.0933	7.88479	-2.19028	0	
0.0940	6.35164	-9.22224	0	
0.0947	3.01155	-14.4098	0	
0.0953	3.01155	-13.1993	0	
0.0960	3.28533	3.28542	0	
0.0967	2.40924	15.1591	0	
0.0973	2.68302	10.3174	0	
0.0980	2.08071	10.8938	0	
0.0987	0.547555	21.2688	0	
0.0993	1.14987	22.5369	0	
0.1000	1.4784	18.848	0	
0.1007	-1.25938	17.9257	0	
0.1013	-3.99715	12.45	0	
0.1020	-4.928	6.0521	0	
