0.0000	9.15575	2.98909	1
0.0007	11.2516	4.795	0	
0.0013	8.54904	3.86091	0	
0.0020	1.21341	5.41773	0	
0.0027	-4.3021	7.535	0	
0.0033	-4.3021	6.04045	0	
0.0040	3.03353	5.72909	0	
0.0047	17.3739	5.72909	0	
0.0053	25.592	3.30045	0	
0.0060	20.4074	2.67773	0	
0.0067	13.7336	3.86091	0	
0.0073	14.6161	3.30045	0	
0.0080	18.9182	3.54954	0	
0.0087	22.2827	4.48364	0	
0.0093	22.2827	2.67773	0	
0.0100	18.5873	2.67773	0	
0.0107	17.3739	6.60091	0	
0.0113	21.9517	7.535	0	
0.0120	21.676	4.48364	0	
0.0127	9.43152	3.54954	0	
0.0133	-7.33563	4.17227	0	
0.0140	-14.6713	3.86091	0	
0.0147	-6.12222	3.86091	0	
0.0153	4.85365	5.72909	0	
0.0160	6.39799	6.35182	0	
0.0167	4.24694	5.72909	0	
0.0173	8.54904	6.04045	0	
0.0180	24.1028	6.91227	0	
0.0187	47.8746	6.91227	0	
0.0193	64.6969	6.60091	0	
0.0200	68.9439	6.35182	0	
0.0207	72.0326	3.86091	0	
0.0213	65.9104	1.74364	0	
0.0220	36.0163	2.98909	0	
0.0227	-5.51551	3.86091	0	
0.0233	-48.5365	1.74364	0	
0.0240	-88.524	0.809545	0	
0.0247	-102.864	2.055	0	
0.0253	-80.2507	0.498182	0	
0.0260	-42.1385	-1.93045	0	
0.0267	-7.33563	-0.996363	0	
0.0273	14.947	0.249091	0	
0.0280	23.1651	-0.0622727	0	
0.0287	23.1651	2.055	0	
0.0293	10.3692	2.36636	0	
0.0300	-21.0693	1.74364	0	
0.0307	-48.2607	3.54954	0	
0.0313	-49.4741	3.86091	0	
0.0320	-39.105	-0.0622727	0	
0.0327	-33.8652	-2.80227	0	
0.0333	-26.8605	-2.55318	0	
0.0340	-9.15575	-1.30773	0	
0.0347	9.15575	0.249091	0	
0.0353	18.5873	-0.685	0	
0.0360	18.3115	-0.996363	0	
0.0367	7.61141	0.498182	0	
0.0373	-5.51551	-0.0622727	0	
0.0380	-12.2444	-2.55318	0	
0.0387	-19.2491	-2.55318	0	
0.0393	-29.2874	-0.996363	0	
0.0400	-27.4672	-0.685	0	
0.0407	-15.278	0.249091	0	
0.0413	-10.7001	0.498182	0	
0.0420	-10.0934	-1.61909	0	
0.0427	-4.3021	-4.67045	0	
0.0433	0	-4.98182	0	
0.0440	-0.937637	-2.55318	0	
0.0447	3.36446	-2.24182	0	
0.0453	17.9806	-3.73636	0	
0.0460	35.4096	-4.04773	0	
0.0467	43.021	-3.11364	0	
0.0473	35.0786	-2.80227	0	
0.0480	19.5249	-4.04773	0	
0.0487	4.24694	-6.165	0	
0.0493	-11.6377	-5.60454	0	
0.0500	-21.676	-2.24182	0	
0.0507	-16.8223	-3.425	0	
0.0513	-6.39799	-6.165	0	
0.0520	0.882482	-4.35909	0	
0.0527	7.94234	-3.11364	0	
0.0533	11.2516	-4.98182	0	
0.0540	8.54904	-4.04773	0	
0.0547	9.43152	-3.11364	0	
0.0553	14.0094	-4.35909	0	
0.0560	16.1604	-4.04773	0	
0.0567	17.7048	-2.80227	0	
0.0573	14.947	-4.35909	0	
0.0580	3.97117	-4.98182	0	
0.0587	-5.51551	-4.04773	0	
0.0593	-7.05985	-5.29318	0	
0.0600	-2.48198	-6.47636	0	
0.0607	7.28047	-6.165	0	
0.0613	15.2228	-5.29318	0	
0.0620	16.7672	-5.85364	0	
0.0627	21.0141	-7.41045	0	
0.0633	29.2874	-8.34454	0	
0.0640	21.9517	-8.905	0	
0.0647	0	-9.83909	0	
0.0653	-16.8223	-8.03318	0	
0.0660	-29.9492	-4.35909	0	
0.0667	-50.0808	-2.55318	0	
0.0673	-56.1479	-2.55318	0	
0.0680	-26.8605	-1.61909	0	
0.0687	7.28047	-0.373636	0	
0.0693	7.28047	-1.61909	0	
0.0700	-10.9759	-2.55318	0	
0.0707	-20.4625	-0.996363	0	
0.0713	-32.6518	-0.685	0	
0.0720	-54.052	0.249091	0	
0.0727	-60.1191	3.30045	0	
0.0733	-42.7452	4.17227	0	
0.0740	-23.4961	1.43227	0	
0.0747	-9.15575	2.055	0	
0.0753	5.46036	4.17227	0	
0.0760	18.5873	3.30045	0	
0.0767	24.1028	2.36636	0	
0.0773	23.7719	3.86091	0	
0.0780	22.2827	3.30045	0	
0.0787	18.5873	2.055	0	
0.0793	10.3692	2.36636	0	
0.0800	-2.75776	2.67773	0	
0.0807	-16.8223	2.67773	0	
0.0813	-23.4961	2.36636	0	
0.0820	-18.9182	1.74364	0	
0.0827	-13.4578	1.12091	0	
0.0833	-14.0646	1.74364	0	
0.0840	-10.7001	1.43227	0	
0.0847	-3.97117	0.249091	0	
0.0853	-6.39799	-0.0622727	0	
0.0860	-11.3068	-0.0622727	0	
0.0867	-7.94234	-0.0622727	0	
0.0873	-3.08869	-0.373636	0	
0.0880	3.97117	-0.685	0	
0.0887	19.8007	0.809545	0	
0.0893	34.141	3.86091	0	
0.0900	35.6854	3.30045	0	
0.0907	31.1075	-0.685	0	
0.0913	31.1075	-2.55318	0	
0.0920	37.8364	-2.55318	0	
0.0927	44.5653	-1.61909	0	
0.0933	43.021	-0.373636	0	
0.0940	37.8364	0.498182	0	
