0.0000	7.9093	1.42545	1
0.0007	7.0148	2.02853	0	
0.0013	7.0148	1.42545	0	
0.0020	9.74539	0.493426	0	
0.0027	12.1935	-1.91888	0	
0.0033	13.088	-1.64475	0	
0.0040	15.5361	2.02853	0	
0.0047	17.0897	2.02853	0	
0.0053	13.7	-1.3158	0	
0.0060	10.3574	0.164475	0	
0.0067	9.46292	3.56363	0	
0.0073	3.6251	4.76979	0	
0.0080	-4.00173	5.37286	0	
0.0087	-2.44812	3.56363	0	
0.0093	5.17871	-0.10965	0	
0.0100	10.0279	0.164475	0	
0.0107	13.088	3.56363	0	
0.0113	14.9241	4.16671	0	
0.0120	14.0296	2.96056	0	
0.0127	9.46292	2.30266	0	
0.0133	7.9093	1.69958	0	
0.0140	15.8657	1.42545	0	
0.0147	24.7166	0.822377	0	
0.0153	22.2685	-0.712727	0	
0.0160	19.2083	-1.64475	0	
0.0167	23.163	-0.712727	0	
0.0173	23.163	-0.712727	0	
0.0180	18.8788	-1.91888	0	
0.0187	15.2537	-2.24783	0	
0.0193	2.11856	0.164475	0	
0.0200	-12.5231	1.0965	0	
0.0207	-11.6286	0.164475	0	
0.0213	-8.85089	-0.712727	0	
0.0220	-17.7018	-1.64475	0	
0.0227	-23.5396	-1.91888	0	
0.0233	-19.2554	-0.438601	0	
0.0240	-14.9712	-0.438601	0	
0.0247	-12.2406	-1.91888	0	
0.0253	-11.6286	-1.04168	0	
0.0260	-14.3592	0.822377	0	
0.0267	-14.3592	-0.10965	0	
0.0273	-12.5231	-0.438601	0	
0.0280	-13.4646	1.0965	0	
0.0287	-16.1952	0.822377	0	
0.0293	-15.3007	0.164475	0	
0.0300	-12.5231	0.822377	0	
0.0307	-11.6286	-0.10965	0	
0.0313	-10.4045	-0.712727	0	
0.0320	-9.18044	-1.3158	0	
0.0327	-9.46292	-0.712727	0	
0.0333	-7.06188	1.42545	0	
0.0340	-2.16564	1.0965	0	
0.0347	-0.941584	-0.712727	0	
0.0353	-1.83609	-0.712727	0	
0.0360	2.11856	-1.64475	0	
0.0367	6.07322	-4.38601	0	
0.0373	5.17871	-2.85091	0	
0.0380	6.07322	0.164475	0	
0.0387	9.46292	-0.712727	0	
0.0393	9.13336	-0.712727	0	
0.0400	6.68525	0.164475	0	
0.0407	5.17871	-1.04168	0	
0.0413	1.78901	-0.10965	0	
0.0420	-3.3897	1.42545	0	
0.0427	-7.06188	-0.712727	0	
0.0433	-10.4045	-2.57678	0	
0.0440	-12.5231	-0.438601	0	
0.0447	-9.46292	1.0965	0	
0.0453	-4.28421	0.493426	0	
0.0460	0	-0.10965	0	
0.0467	5.79074	-1.04168	0	
0.0473	11.5815	-1.91888	0	
0.0480	8.23886	-1.64475	0	
0.0487	0.282475	1.0965	0	
0.0493	-0.329554	3.56363	0	
0.0500	4.23713	1.42545	0	
0.0507	8.52133	-1.64475	0	
0.0513	10.3574	-1.64475	0	
0.0520	5.46119	-2.85091	0	
0.0527	-0.941584	-3.78293	0	
0.0533	-0.612029	-1.04168	0	
0.0540	-1.55361	0.164475	0	
0.0547	-4.28421	-1.04168	0	
0.0553	1.22406	-1.64475	0	
0.0560	7.62683	-2.85091	0	
0.0567	7.29727	-4.38601	0	
0.0573	12.8055	-1.3158	0	
0.0580	26.2231	0.822377	0	
0.0587	35.686	-2.24783	0	
0.0593	38.1341	-0.712727	0	
0.0600	28.6712	2.96056	0	
0.0607	7.0148	2.02853	0	
0.0613	-5.22579	0.822377	0	
0.0620	-7.06188	2.30266	0	
0.0627	-19.8674	-0.712727	0	
0.0633	-36.6276	-3.45398	0	
0.0640	-37.2396	0.164475	0	
0.0647	-27.1647	3.83776	0	
0.0653	-17.4193	2.02853	0	
0.0660	-11.299	-0.438601	0	
0.0667	-11.911	0.493426	0	
0.0673	-14.3592	1.0965	0	
0.0680	-14.9712	1.0965	0	
0.0687	-15.8657	0.164475	0	
0.0693	-11.6286	-0.10965	0	
0.0700	-4.28421	0.164475	0	
