0.0000	4.43323	1.20426	1
0.0007	7.75815	-1.20426	0	
0.0013	11.7758	-2.15047	0	
0.0020	13.8538	1.20426	0	
0.0027	15.7241	3.95687	0	
0.0033	16.6246	0.860189	0	
0.0040	16.6246	-2.15047	0	
0.0047	19.049	-2.7526	0	
0.0053	25.7681	-3.95687	0	
0.0060	28.5389	-2.49455	0	
0.0067	17.5251	0.258057	0	
0.0073	0.138538	-3.35474	0	
0.0080	-10.806	-7.65568	0	
0.0087	-16.6246	-4.30094	0	
0.0093	-23.6208	-2.15047	0	
0.0100	-20.9193	-2.49455	0	
0.0107	-8.1045	0.602132	0	
0.0113	-4.43323	1.20426	0	
0.0120	-13.5768	-0.946207	0	
0.0127	-17.248	0.602132	0	
0.0133	-11.4294	1.20426	0	
0.0140	-10.806	-1.54834	0	
0.0147	-13.5768	-0.946207	0	
0.0153	-11.7758	0.258057	0	
0.0160	-8.38157	-2.7526	0	
0.0167	-8.1045	-3.35474	0	
0.0173	-7.204	-3.09668	0	
0.0180	-5.33373	-4.90308	0	
0.0187	-5.68007	-4.559	0	
0.0193	-6.23423	-2.7526	0	
0.0200	-4.43323	-3.35474	0	
0.0207	-4.43323	-4.30094	0	
0.0213	-9.62842	-4.30094	0	
0.0220	-10.2518	-5.84928	0	
0.0227	-3.53273	-4.559	0	
0.0233	-1.66246	-2.49455	0	
0.0240	-7.204	-3.69881	0	
0.0247	-6.58057	-4.559	0	
0.0253	-1.38538	-4.30094	0	
0.0260	-3.53273	-5.50521	0	
0.0267	-8.1045	-4.30094	0	
0.0273	-2.90931	-1.54834	0	
0.0280	11.1523	-2.49455	0	
0.0287	22.0969	-5.24715	0	
0.0293	20.9193	-5.84928	0	
0.0300	12.0528	-5.24715	0	
0.0307	9.28207	-4.30094	0	
0.0313	16.0012	-3.95687	0	
0.0320	22.0969	-3.35474	0	
0.0327	25.7681	-1.54834	0	
0.0333	35.5351	0.258057	0	
0.0340	48.0728	0.258057	0	
0.0347	48.0728	1.20426	0	
0.0353	28.5389	1.46232	0	
0.0360	2.28588	0	0	
0.0367	-14.8236	-2.49455	0	
0.0373	-21.1964	-3.35474	0	
0.0380	-26.3916	-2.7526	0	
0.0387	-37.059	-1.54834	0	
0.0393	-47.1723	-1.54834	0	
0.0400	-46.5489	-4.30094	0	
0.0407	-35.5351	-4.30094	0	
0.0413	-21.8198	-3.95687	0	
0.0420	-10.2518	-6.10734	0	
0.0427	-0.761961	-6.70947	0	
0.0433	8.1045	-3.09668	0	
0.0440	15.7241	-1.20426	0	
0.0447	18.4949	-1.54834	0	
0.0453	17.8715	-0.602132	0	
0.0460	12.0528	-0.344075	0	
0.0467	1.03904	-0.344075	0	
0.0473	-6.23423	-0.946207	0	
0.0480	-7.75815	-3.69881	0	
0.0487	-16.3475	-4.559	0	
0.0493	-28.816	-2.49455	0	
0.0500	-30.0628	-1.89241	0	
0.0507	-24.8676	-2.15047	0	
0.0513	-21.8198	-0.602132	0	
0.0520	-18.772	0.602132	0	
0.0527	-16.0012	1.20426	0	
0.0533	-11.7758	1.20426	0	
0.0540	-1.66246	-0.602132	0	
0.0547	4.71031	-0.946207	0	
0.0553	2.00881	2.15047	0	
0.0560	5.33373	3.35474	0	
0.0567	18.4949	2.15047	0	
0.0573	25.7681	2.15047	0	
0.0580	26.6686	1.20426	0	
0.0587	29.4394	-0.946207	0	
0.0593	29.7858	-0.946207	0	
0.0600	20.2959	1.20426	0	
0.0607	6.23423	2.7526	0	
0.0613	-3.53273	2.7526	0	
0.0620	-9.005	0.258057	0	
0.0627	-14.2002	-2.15047	0	
0.0633	-22.7203	-0.602132	0	
0.0640	-34.6346	2.40853	0	
0.0647	-40.7303	2.15047	0	
0.0653	-34.0112	0.258057	0	
0.0660	-23.6208	-0.602132	0	
0.0667	-20.0188	0.258057	0	
0.0673	-15.7241	1.20426	0	
0.0680	-7.75815	-0.946207	0	
0.0687	-3.18638	-1.89241	0	
0.0693	-2.90931	1.20426	0	
0.0700	-0.484884	1.20426	0	
0.0707	6.23423	-2.7526	0	
0.0713	12.9533	-0.946207	0	
0.0720	15.7241	3.61279	0	
0.0727	14.8236	2.40853	0	
0.0733	16.3475	0.258057	0	
0.0740	17.5251	2.15047	0	
0.0747	11.4294	2.7526	0	
0.0753	-1.38538	2.15047	0	
0.0760	-11.4294	2.40853	0	
0.0767	-13.8538	3.01066	0	
0.0773	-8.72792	3.61279	0	
0.0780	4.71031	3.61279	0	
0.0787	22.4432	1.8064	0	
0.0793	37.9595	1.20426	0	
0.0800	49.5967	3.01066	0	
0.0807	55.069	3.35474	0	
0.0813	54.4456	1.8064	0	
0.0820	41.9771	1.8064	0	
0.0827	4.71031	1.46232	0	
0.0833	-36.1585	0.258057	0	
0.0840	-37.6824	0.602132	0	
0.0847	-8.72792	2.15047	0	
0.0853	8.72792	1.20426	0	
0.0860	4.08688	1.8064	0	
0.0867	-8.1045	3.61279	0	
0.0873	-19.6725	2.15047	0	
0.0880	-25.1447	-1.54834	0	
0.0887	-30.3399	-2.15047	0	
0.0893	-39.2064	1.20426	0	
0.0900	-37.6824	4.21492	0	
0.0907	-24.5906	4.559	0	
0.0913	-15.7241	3.01066	0	
0.0920	-11.7758	2.15047	0	
0.0927	-7.48107	1.20426	0	
0.0933	-8.1045	1.46232	0	
0.0940	-8.72792	3.95687	0	
0.0947	-4.43323	4.559	0	
0.0953	-2.00881	3.61279	0	
0.0960	-1.03904	3.61279	0	
0.0967	2.90931	3.35474	0	
0.0973	5.6108	3.01066	0	
0.0980	6.58057	4.21492	0	
0.0987	12.6763	5.50521	0	
0.0993	17.5251	4.21492	0	
0.1000	16.9017	4.21492	0	
0.1007	19.3954	5.16113	0	
0.1013	24.2442	5.50521	0	
0.1020	19.3954	5.76326	0	
0.1027	9.28207	6.3654	0	
0.1033	6.85765	5.16113	0	
0.1040	10.806	1.46232	0	
0.1047	19.6725	-1.54834	0	
0.1053	31.3097	-1.20426	0	
0.1060	32.2102	0.602132	0	
0.1067	27.6384	0.258057	0	
0.1073	28.816	-1.20426	0	
0.1080	25.7681	-0.344075	0	
0.1087	14.8236	1.20426	0	
0.1093	9.62842	-1.20426	0	
0.1100	3.18638	-3.69881	0	
0.1107	-12.9533	-0.344075	0	
0.1113	-25.4911	4.21492	0	
0.1120	-33.7341	2.15047	0	
0.1127	-43.7781	-1.20426	0	
0.1133	-39.2064	0.860189	0	
0.1140	-17.5251	3.35474	0	
0.1147	-5.68007	2.15047	0	
0.1153	-6.85765	1.8064	0	
0.1160	-4.71031	3.35474	0	
0.1167	2.28588	3.01066	0	
0.1173	8.72792	2.15047	0	
0.1180	11.7758	1.8064	0	
0.1187	9.005	0.258057	0	
0.1193	3.80981	-0.602132	0	
0.1200	-1.66246	0.258057	0	
0.1207	-9.90549	-0.602132	0	
0.1213	-15.447	-2.7526	0	
0.1220	-12.0528	-2.7526	0	
0.1227	-8.1045	-0.344075	0	
0.1233	-9.005	1.20426	0	
0.1240	-9.005	-0.602132	0	
0.1247	-5.95715	-3.69881	0	
0.1253	-2.56296	-3.95687	0	
0.1260	1.38538	-1.54834	0	
0.1267	10.2518	-0.344075	0	
0.1273	23.0666	-0.602132	0	
0.1280	35.8814	0.602132	0	
0.1287	44.1245	1.20426	0	
0.1293	40.4532	-2.49455	0	
0.1300	19.3954	-3.35474	0	
0.1307	-4.08688	-0.344075	0	
0.1313	-13.5768	-0.344075	0	
0.1320	-16.3475	-2.49455	0	
0.1327	-22.4432	-0.602132	0	
0.1333	-22.4432	0.258057	0	
0.1340	-14.8236	-2.7526	0	
0.1347	-9.90549	-3.09668	0	
0.1353	-7.204	-1.20426	0	
