0.0000	31.338	-0.40074	1
6.8547	-101.403	-163.636	0	
6.8553	-99.5688	-156.022	0	
6.8560	-81.2796	51.4951	0	
6.8567	-66.6063	148.541	0	
6.8573	-64.4577	81.6842	0	
6.8580	-21.7479	64.3188	0	
6.8587	69.803	82.2853	0	
6.8593	94.538	46.0183	0	
6.8600	8.75157	19.7699	0	
6.8607	-88.5638	28.9201	0	
6.8613	-117.858	18.5008	0	
6.8620	-57.4355	-12.8905	0	
6.8627	35.6351	-18.1001	0	
6.8633	52.0902	13.358	0	
6.8640	28.2985	49.0239	0	
6.8647	63.4096	75.6063	0	
6.8653	92.3894	98.1814	0	
6.8660	76.1963	99.1164	0	
6.8667	110.417	79.547	0	
6.8673	169.896	54.5007	0	
6.8680	143.065	13.0241	0	
6.8687	57.5927	-26.6492	0	
6.8693	8.43715	-44.3486	0	
6.8700	22.796	-79.1462	0	
6.8707	31.6524	-113.61	0	
6.8713	-43.7055	-98.6489	0	
6.8720	-134.365	-87.3614	0	
6.8727	-135.571	-100.786	0	
6.8733	-99.5688	-65.7214	0	
6.8740	-54.7104	-8.94987	0	
6.8747	53.3479	-22.9758	0	
6.8753	149.772	-78.5451	0	
6.8760	130.54	-112.408	0	
6.8767	54.8676	-138.656	0	
6.8773	-15.931	-134.048	0	
6.8780	-98.9399	-43.7475	0	
6.8787	-148.724	67.6583	0	
6.8793	-102.294	112.808	0	
6.8800	-23.2677	130.241	0	
6.8807	-11.3718	135.985	0	
6.8813	-46.7973	98.4485	0	
6.8820	-50.7277	99.1164	0	
6.8827	-30.6043	166.842	0	
6.8833	-33.9582	179.331	0	
6.8840	-49.8368	121.959	0	
6.8847	-44.3343	47.4877	0	
6.8853	2.98706	-74.8716	0	
6.8860	73.1569	-186.879	0	
6.8867	92.0749	-226.819	0	
6.8873	43.8627	-261.617	0	
6.8880	-9.53764	-232.363	0	
6.8887	-52.8763	-78.5451	0	
6.8893	-65.401	6.61222	0	
6.8900	19.7565	-16.2968	0	
6.8907	137.562	37.1353	0	
6.8913	159.205	129.306	0	
6.8920	131.169	150.946	0	
6.8927	113.456	144.868	0	
6.8933	0.209619	91.1684	0	
6.8940	-205.479	-2.20407	0	
6.8947	-257.045	-5.27641	0	
6.8953	-53.5051	73.4691	0	
6.8960	157.109	161.365	0	
6.8967	166.856	247.991	0	
6.8973	32.5957	223.279	0	
6.8980	-171.887	66.1222	0	
6.8987	-391.62	-12.2894	0	
6.8993	-433.439	18.2337	0	
6.9000	-228.065	-19.9034	0	
6.9007	-7.07463	-102.055	0	
6.9013	71.3227	-117.884	0	
6.9020	95.4288	-110.27	0	
6.9027	140.287	-113.009	0	
6.9033	187.923	-95.3094	0	
6.9040	217.217	-43.4135	0	
6.9047	214.44	59.7103	0	
6.9053	198.299	137.521	0	
6.9060	172.673	70.7307	0	
6.9067	69.803	-47.4209	0	
6.9073	-78.5021	-67.2576	0	
6.9080	-112.408	-48.022	0	
6.9087	-30.2899	-43.7475	0	
6.9093	4.19237	13.0241	0	
6.9100	-32.124	87.161	0	
6.9107	-29.661	85.3577	0	
6.9113	-2.51542	39.2726	0	
6.9120	-53.7672	22.1743	0	
6.9127	-136.514	35.3319	0	
6.9133	-111.465	48.7567	0	
6.9140	-4.03516	39.6065	0	
6.9147	50.8849	4.80888	0	
6.9153	53.3479	-29.7216	0	
6.9160	51.1993	-44.0146	0	
6.9167	16.0882	-77.2761	0	
6.9173	-22.9532	-119.755	0	
6.9180	-13.206	-65.7214	0	
6.9187	-21.7479	37.7364	0	
6.9193	-72.9997	20.6381	0	
6.9200	-89.5071	-41.6102	0	
6.9207	-82.7993	-1.93691	0	
6.9213	-90.398	32.2596	0	
6.9220	-55.9157	-0.734691	0	
6.9227	0.524046	-10.7532	0	
6.9233	-6.18375	-26.3153	0	
6.9240	-40.9804	-52.8977	0	
6.9247	-43.7055	-20.8385	0	
6.9253	-47.6882	-28.1854	0	
6.9260	-57.7499	-93.1721	0	
6.9267	-11.6862	-22.9758	0	
6.9273	100.04	125.632	0	
6.9280	195.207	124.096	0	
6.9287	191.853	60.3114	0	
6.9293	101.246	87.8289	0	
6.9300	-11.6862	90.8345	0	
6.9307	-99.5688	14.2263	0	
6.9313	-115.762	-42.2113	0	
6.9320	-55.0249	-108.734	0	
6.9327	-25.4162	-186.277	0	
6.9333	-63.8812	-105.061	0	
6.9340	-58.0643	73.1351	0	
6.9347	22.4816	94.8419	0	
6.9353	111.936	28.319	0	
6.9360	215.959	48.1556	0	
6.9367	291.37	41.4098	0	
6.9373	220.571	-39.139	0	
6.9380	52.0902	-64.7864	0	
6.9387	-86.1532	-59.9107	0	
6.9393	-192.954	-38.2707	0	
6.9400	-240.275	45.3504	0	
6.9407	-135.256	8.14839	0	
6.9413	35.0063	-183.472	0	
6.9420	87.2013	-186.879	0	
6.9427	31.6524	12.089	0	
6.9433	5.7121	77.7436	0	
6.9440	23.4249	32.2596	0	
6.9447	16.7171	45.6844	0	
6.9453	22.4816	17.8997	0	
6.9460	104.6	-73.9366	0	
6.9467	174.193	-101.12	0	
6.9473	136.619	-82.2186	0	
6.9480	45.068	-62.048	0	
6.9487	-66.6063	-16.2968	0	
6.9493	-213.392	9.68456	0	
6.9500	-283.876	-5.87752	0	
6.9507	-193.845	-7.14654	0	
6.9513	-71.1655	6.0111	0	
6.9520	-26.3071	26.1817	0	
6.9527	-8.01791	67.0572	0	
6.9533	17.0315	71.5989	0	
6.9540	15.7738	24.3116	0	
6.9547	2.67264	6.34505	0	
6.9553	21.9051	-5.27641	0	
6.9560	50.256	-85.8252	0	
6.9567	39.5655	-158.76	0	
6.9573	1.1529	-130.374	0	
6.9580	-47.0594	-41.0091	0	
6.9587	-108.74	36.5342	0	
6.9593	-125.509	38.9386	0	
6.9600	-47.0594	-42.5453	0	
6.9607	46.0113	-74.2705	0	
6.9613	64.9293	21.9071	0	
6.9620	38.6746	123.495	0	
6.9627	19.4421	146.671	0	
6.9633	20.6474	135.717	0	
6.9640	39.8799	105.194	0	
6.9647	55.4441	61.8476	0	
6.9653	54.2388	44.4822	0	
6.9660	37.7837	56.9719	0	
6.9667	-15.0401	93.3057	0	
6.9673	-101.717	131.443	0	
6.9680	-152.655	103.658	0	
6.9687	-127.029	25.8478	0	
6.9693	-72.1088	-3.47308	0	
6.9700	-22.6388	7.54728	0	
6.9707	38.0458	-12.0222	0	
6.9713	94.538	-35.1984	0	
6.9720	114.032	-15.6289	0	
6.9727	110.993	18.2337	0	
6.9733	90.8696	20.371	0	
6.9740	54.8676	-9.88493	0	
6.9747	67.6544	-19.6363	0	
6.9753	127.5	3.53987	0	
6.9760	128.077	-4.07419	0	
6.9767	86.258	-8.61592	0	
6.9773	104.285	66.1222	0	
6.9780	138.453	84.7566	0	
6.9787	128.077	-40.6751	0	
6.9793	148.829	-96.8456	0	
6.9800	249.236	-8.61592	0	
6.9807	332.874	17.8997	0	
6.9813	233.987	-59.3096	0	
6.9820	-75.4627	-101.12	0	
6.9827	-341.888	-45.5508	0	
6.9833	-346.447	59.7103	0	
6.9840	-238.441	94.8419	0	
6.9847	-210.667	36.8013	0	
6.9853	-199.662	-13.4916	0	
6.9860	-137.719	-98.6489	0	
6.9867	-69.6458	-238.774	0	
6.9873	-17.7652	-242.982	0	
6.9880	-2.51542	-115.146	0	
6.9887	-38.8318	-52.2966	0	
6.9893	-70.589	-43.1464	0	
6.9900	-56.5446	-35.4655	0	
6.9907	-13.8348	-69.3949	0	
6.9913	25.259	-82.2186	0	
6.9920	26.4643	-27.5843	0	
6.9927	0.838474	37.4692	0	
6.9933	-6.18375	62.7826	0	
6.9940	-11.6862	24.9127	0	
6.9947	-49.2079	-0.734691	0	
6.9953	-75.7771	41.7438	0	
6.9960	-45.2252	28.319	0	
6.9967	24.6302	-18.1001	0	
6.9973	84.4763	51.7623	0	
6.9980	83.2186	91.7695	0	
6.9987	23.4249	15.4953	0	
6.9993	-32.4385	27.6511	0	
7.0000	-58.0643	63.3838	0	
7.0007	-73.3141	-53.8328	0	
7.0013	-62.938	-118.486	0	
7.0020	-13.8348	-18.1001	0	
7.0027	27.6696	51.1612	0	
7.0033	36.2116	50.5601	0	
7.0040	42.3429	32.5268	0	
7.0047	37.7837	-31.191	0	
7.0053	6.02653	-44.9497	0	
7.0060	0.524046	46.0183	0	
7.0067	24.9446	81.6842	0	
7.0073	6.34096	17.6326	0	
7.0080	-31.8096	-26.3153	0	
7.0087	-29.0846	-41.0091	0	
7.0093	-29.0846	-53.8328	0	
7.0100	-19.0229	-2.53802	0	
7.0107	84.1618	93.9068	0	
7.0113	200.71	123.829	0	
7.0120	185.774	85.3577	0	
7.0127	80.1791	72.534	0	
7.0133	6.65539	100.92	0	
7.0140	-40.9804	120.155	0	
7.0147	-122.784	128.37	0	
7.0153	-154.803	123.829	0	
7.0160	-37.3121	66.1222	0	
7.0167	92.7038	-23.5769	0	
7.0173	91.4461	-67.5247	0	
7.0180	59.4269	-48.022	0	
7.0187	59.7413	-14.4267	0	
7.0193	44.7536	-1.60296	0	
7.0200	55.7585	7.54728	0	
7.0207	93.2802	39.6065	0	
7.0213	120.164	54.5007	0	
7.0220	170.525	11.8218	0	
7.0227	155.851	-32.7271	0	
7.0233	24.9446	-38.2707	0	
7.0240	-27.5648	-44.6825	0	
7.0247	4.82123	-54.7011	0	
7.0253	-43.391	-44.9497	0	
7.0260	-78.8166	-30.3227	0	
7.0267	-64.4577	-22.9758	0	
7.0273	-150.821	-32.126	0	
7.0280	-226.807	-64.7864	0	
7.0287	-145.056	-99.25	0	
7.0293	-56.859	-118.218	0	
7.0300	-45.2252	-109.669	0	
7.0307	-37.3121	-77.0089	0	
7.0313	-59.8985	-73.0015	0	
7.0320	-108.74	-69.662	0	
7.0327	-98.6779	13.0241	0	
7.0333	-61.7327	72.534	0	
7.0340	-77.6113	-7.14654	0	
7.0347	-116.653	-111.473	0	
7.0353	-109.945	-116.682	0	
7.0360	-58.0643	-25.7142	0	
7.0367	2.04378	113.743	0	
7.0373	58.2215	164.37	0	
7.0380	99.0972	73.1351	0	
7.0387	104.285	42.6121	0	
7.0393	69.803	151.279	0	
7.0400	2.04378	187.88	0	
7.0407	-56.2302	79.547	0	
7.0413	-29.661	-16.2968	0	
7.0420	40.5088	-29.0537	0	
7.0427	48.4219	-2.20407	0	
7.0433	53.0335	31.3245	0	
7.0440	139.396	48.1556	0	
7.0447	189.443	48.7567	0	
7.0453	102.765	42.3449	0	
7.0460	-26.6216	-2.53802	0	
7.0467	-112.408	-66.3225	0	
7.0473	-145.056	-69.3949	0	
7.0480	-94.6952	-42.8124	0	
7.0487	9.38043	-69.662	0	
7.0493	59.7413	-102.923	0	
7.0500	5.39768	-119.087	0	
7.0507	-115.762	-182.27	0	
7.0513	-210.667	-202.441	0	
7.0520	-177.075	-80.0813	0	
7.0527	-35.4779	38.0703	0	
7.0533	74.1001	61.5804	0	
7.0540	102.765	112.808	0	
7.0547	109.159	192.489	0	
7.0553	78.0305	189.751	0	
7.0560	-19.5993	132.378	0	
7.0567	-84.0046	82.2853	0	
7.0573	-51.0421	47.8217	0	
7.0580	-4.03516	36.5342	0	
7.0587	28.9274	5.67715	0	
7.0593	97.263	-62.048	0	
7.0600	141.545	-78.5451	0	
7.0607	105.228	-30.9238	0	
7.0613	77.1396	-11.6883	0	
7.0620	105.228	-16.2968	0	
7.0627	134.208	5.67715	0	
7.0633	145.161	13.0241	0	
7.0640	138.139	-9.21703	0	
7.0647	101.822	-10.7532	0	
7.0653	53.3479	-11.6883	0	
7.0660	13.3632	-59.5767	0	
7.0667	7.54627	-109.335	0	
7.0673	59.7413	-110.27	0	
7.0680	129.335	-77.944	0	
7.0687	148.253	-14.4267	0	
7.0693	87.2013	78.0108	0	
7.0700	-33.6438	123.495	0	
7.0707	-144.427	69.7956	0	
7.0713	-213.077	-1.60296	0	
7.0720	-267.106	5.67715	0	
7.0727	-253.376	46.8866	0	
7.0733	-119.43	28.5861	0	
7.0740	3.87794	-18.1001	0	
7.0747	6.34096	-31.8589	0	
7.0753	-13.5204	-35.4655	0	
7.0760	18.5512	-29.3876	0	
7.0767	31.338	-12.6233	0	
7.0773	7.54627	-66.5897	0	
7.0780	-5.55489	-163.035	0	
7.0787	-37.3121	-138.923	0	
7.0793	-106.277	-13.2244	0	
7.0800	-143.536	44.4822	0	
7.0807	-122.47	23.1094	0	
7.0813	-72.1088	30.1223	0	
7.0820	6.65539	69.7956	0	
7.0827	73.4713	69.7956	0	
7.0833	57.9071	27.05	0	
7.0840	-8.64676	-16.2968	0	
7.0847	-39.7751	-92.571	0	
7.0853	-8.64676	-185.61	0	
7.0860	59.7413	-125.231	0	
7.0867	103.971	78.9458	0	
7.0873	92.3894	167.443	0	
7.0880	62.4663	110.404	0	
7.0887	20.6474	92.0367	0	
7.0893	-50.1512	81.6842	0	
7.0900	-91.9177	12.6901	0	
7.0907	-53.7672	5.67715	0	
7.0913	18.5512	82.0182	0	
7.0920	57.2783	131.443	0	
7.0927	30.4471	121.358	0	
7.0933	-37.6265	42.6121	0	
7.0940	-62.0471	-66.5897	0	
7.0947	-15.0401	-72.4004	0	
7.0953	29.8182	26.7828	0	
7.0960	44.4915	70.7307	0	
7.0967	62.7807	-0.734691	0	
7.0973	37.7837	-95.9105	0	
7.0980	-75.7771	-113.944	0	
7.0987	-156.009	-72.1333	0	
7.0993	-87.6729	-77.61	0	
7.1000	15.1973	-127.97	0	
7.1007	18.5512	-125.499	0	
7.1013	-9.85207	-71.1982	0	
7.1020	19.7565	-12.8905	0	
7.1027	64.3005	62.1815	0	
7.1033	73.4713	139.658	0	
7.1040	64.9293	166.842	0	
7.1047	66.4491	134.782	0	
7.1053	75.6199	80.482	0	
7.1060	70.6938	26.7828	0	
7.1067	56.073	-55.035	0	
7.1073	58.2215	-138.923	0	
7.1080	46.0113	-105.061	0	
7.1087	-17.1887	13.358	0	
7.1093	-84.8955	43.8811	0	
7.1100	-130.697	9.35061	0	
7.1107	-156.952	20.037	0	
7.1113	-104.757	16.6975	0	
7.1120	5.7121	-26.3153	0	
7.1127	46.0113	-15.0278	0	
7.1133	28.6129	27.6511	0	
7.1140	62.4663	20.371	0	
7.1147	130.226	-15.9628	0	
7.1153	176.027	-30.3227	0	
7.1160	189.757	-6.21147	0	
7.1167	172.359	14.8274	0	
7.1173	137.562	-39.139	0	
7.1180	40.5088	-116.081	0	
7.1187	-141.073	-106.931	0	
7.1193	-245.725	-48.022	0	
7.1200	-181.949	-11.0871	0	
7.1207	-106.277	-25.1131	0	
7.1213	-100.46	-113.61	0	
7.1220	-99.2544	-175.591	0	
7.1227	-86.7297	-89.4987	0	
7.1233	-33.0149	19.4359	0	
7.1240	75.3055	31.3245	0	
7.1247	138.139	56.0369	0	
7.1253	101.822	114.679	0	
7.1260	-4.97844	91.1684	0	
7.1267	-145.947	30.4563	0	
7.1273	-230.79	27.985	0	
7.1280	-203.016	5.67715	0	
7.1287	-119.43	-89.4987	0	
7.1293	-32.4385	-126.434	0	
7.1300	16.7171	-18.7012	0	
7.1307	0.524046	118.285	0	
7.1313	-4.66401	167.175	0	
7.1320	70.6938	142.396	0	
7.1327	194.945	72.534	0	
7.1333	312.436	-12.6233	0	
7.1340	353.941	-47.087	0	
7.1347	262.652	-34.5972	0	
7.1353	55.1297	-29.7216	0	
7.1360	-202.125	-29.9887	0	
7.1367	-358.028	-22.9758	0	
7.1373	-279.002	-4.6753	0	
7.1380	-89.5071	46.6195	0	
7.1387	-5.86932	95.443	0	
7.1393	-18.0796	91.1684	0	
7.1400	-35.4779	62.4487	0	
7.1407	-44.6487	45.3504	0	
7.1413	-30.2899	41.4098	0	
7.1420	1.1529	44.4822	0	
7.1427	10.2713	23.1094	0	
7.1433	9.38043	-27.8515	0	
7.1440	13.3632	-56.5712	0	
7.1447	9.38043	-64.7864	0	
7.1453	8.17512	-82.2186	0	
7.1460	15.4594	-73.3355	0	
7.1467	24.3157	-11.3543	0	
7.1473	41.3997	83.5544	0	
7.1480	50.8849	151.547	0	
7.1487	45.3824	74.3373	0	
7.1493	57.5927	-124.296	0	
7.1500	85.996	-189.283	0	
7.1507	100.931	-40.6751	0	
7.1513	91.7605	80.7492	0	
7.1520	33.1721	69.4617	0	
7.1527	-51.671	48.1556	0	
7.1533	-67.2351	55.1686	0	
7.1540	-26.0451	55.4357	0	
7.1547	-50.1512	54.2335	0	
7.1553	-124.618	53.8996	0	
7.1560	-129.492	62.7826	0	
7.1567	-64.7721	38.6714	0	
7.1573	-15.3546	-81.8846	0	
7.1580	-1.62454	-169.78	0	
7.1587	17.608	-84.9569	0	
7.1593	89.9263	21.5732	0	
7.1600	194.945	24.6455	0	
7.1607	230.318	27.05	0	
7.1613	170.525	45.6844	0	
7.1620	100.931	20.6381	0	
7.1627	32.5957	10.2857	0	
7.1633	-81.2796	22.7754	0	
7.1640	-173.721	-7.4137	0	
7.1647	-167.014	-45.5508	0	
7.1653	-114.504	-50.1593	0	
7.1660	-72.1088	-42.8124	0	
7.1667	-20.857	-23.5769	0	
7.1673	29.8182	-3.47308	0	
7.1680	44.7536	2.93876	0	
7.1687	49.9416	34.3969	0	
7.1693	84.4763	63.9849	0	
7.1700	92.7038	28.5861	0	
7.1707	6.91741	-14.1595	0	
7.1713	-88.5638	-12.2894	0	
7.1720	-82.1705	-24.5119	0	
7.1727	-44.6487	-68.4598	0	
7.1733	-60.5273	-114.211	0	
7.1740	-65.7154	-142.597	0	
7.1747	-40.3516	-112.408	0	
7.1753	-36.6832	-51.9627	0	
7.1760	-11.6862	-25.447	0	
7.1767	90.8696	29.7884	0	
7.1773	219.051	111.873	0	
7.1780	281.308	90.2334	0	
7.1787	242.214	30.4563	0	
7.1793	122.889	61.5804	0	
7.1800	-51.3565	87.8289	0	
7.1807	-217.374	62.1815	0	
7.1813	-217.689	49.3578	0	
7.1820	-34.5871	-13.4916	0	
7.1827	95.4288	-109.669	0	
7.1833	57.5927	-96.2445	0	
7.1840	-21.1191	-35.7995	0	
7.1847	-100.46	-48.2892	0	
7.1853	-208.518	-69.662	0	
7.1860	-255.525	-56.2372	0	
7.1867	-203.959	-25.447	0	
7.1873	-131.588	46.0183	0	
7.1880	-61.7327	120.155	0	
7.1887	20.6474	138.122	0	
7.1893	66.1346	109.736	0	
7.1900	35.0063	39.2726	0	
7.1907	-19.0229	-46.4859	0	
7.1913	-15.669	-73.0015	0	
7.1920	38.3602	-51.9627	0	
7.1927	73.1569	-37.9367	0	
7.1933	71.6371	-15.0278	0	
7.1940	74.991	9.08345	0	
7.1947	104.6	-8.01481	0	
7.1953	131.169	-25.447	0	
7.1960	108.582	6.0111	0	
7.1967	39.3035	35.933	0	
7.1973	-40.0371	32.5268	0	
7.1980	-121.526	40.2076	0	
7.1987	-181.058	49.625	0	
7.1993	-158.786	19.102	0	
7.2000	-68.7549	-14.4267	0	
7.2007	-4.66401	-36.4006	0	
7.2013	-8.90879	-94.9755	0	
7.2020	-43.7055	-143.532	0	
7.2027	-56.2302	-97.7806	0	
7.2033	-15.0401	-12.8905	0	
7.2040	77.1396	28.9201	0	
7.2047	179.381	38.9386	0	
7.2053	222.405	32.5268	0	
7.2060	148.515	19.102	0	
7.2067	7.86069	27.05	0	
7.2073	-61.1038	43.5471	0	
7.2080	-27.2504	33.1947	0	
7.2087	-1.62454	13.9591	0	
7.2093	-25.4162	23.1094	0	
7.2100	-39.4607	39.6065	0	
7.2107	-47.6882	23.1094	0	
7.2113	-77.9257	6.0111	0	
7.2120	-104.128	31.3245	0	
7.2127	-98.9399	54.8346	0	
7.2133	-27.2504	37.7364	0	
7.2140	137.562	23.1094	0	
7.2147	303.58	28.5861	0	
7.2153	338.953	5.67715	0	
7.2160	221.776	-66.3225	0	
7.2167	40.1944	-115.146	0	
7.2173	-78.5021	-66.5897	0	
7.2180	-91.0268	0.53432	0	
7.2187	-84.0046	-17.499	0	
7.2193	-107.796	-43.7475	0	
7.2200	-105.648	-10.7532	0	
7.2207	-47.3738	12.089	0	
7.2213	22.2196	13.9591	0	
7.2220	39.5655	12.089	0	
7.2227	-15.3546	-14.4267	0	
7.2233	-93.4899	-15.6289	0	
7.2240	-134.365	10.8868	0	
7.2247	-84.8955	11.4879	0	
7.2253	55.4441	27.6511	0	
7.2260	154.017	-8.61592	0	
7.2267	124.147	-193.892	0	
7.2273	64.3005	-259.212	0	
7.2280	8.43715	-22.7086	0	
7.2287	-84.6335	160.43	0	
7.2293	-103.237	64.586	0	
7.2300	-12.5771	-43.7475	0	
7.2307	6.34096	21.2392	0	
7.2313	-69.3313	135.985	0	
7.2320	-80.9652	156.155	0	
7.2327	-36.6832	77.4097	0	
7.2333	-28.7701	3.87382	0	
7.2340	-30.9187	3.27271	0	
7.2347	-12.8915	31.3245	0	
7.2353	0.524046	26.1817	0	
7.2360	4.19237	-12.8905	0	
7.2367	-2.51542	-40.408	0	
7.2373	-24.7874	-18.1001	0	
7.2380	-33.6438	20.9721	0	
7.2387	-1.88657	36.8013	0	
7.2393	55.1297	42.3449	0	
7.2400	99.0972	36.2002	0	
7.2407	109.788	9.95172	0	
7.2413	114.661	-19.9034	0	
7.2420	112.827	-62.6491	0	
7.2427	39.5655	-105.996	0	
7.2433	-68.7549	-76.675	0	
7.2440	-81.856	22.5082	0	
7.2447	-20.2282	72.2	0	
7.2453	-15.669	19.4359	0	
7.2460	-73.9429	-39.139	0	
7.2467	-112.984	-19.0352	0	
7.2473	-99.5688	21.9071	0	
7.2480	-53.5051	9.35061	0	
7.2487	-20.857	-16.2968	0	
7.2493	-16.2454	-6.21147	0	
7.2500	-18.0796	2.07049	0	
7.2507	-36.4212	-36.4006	0	
7.2513	-57.4355	-91.3688	0	
7.2520	-36.9977	-67.5247	0	
7.2527	-9.53764	47.8217	0	
7.2533	-7.07463	125.365	0	
7.2540	31.338	106.731	0	
7.2547	115.605	85.6916	0	
7.2553	175.398	84.7566	0	
7.2560	163.817	59.7103	0	
7.2567	82.9041	33.1947	0	
7.2573	-9.85207	-1.60296	0	
7.2580	-77.6113	-61.1129	0	
7.2587	-143.222	-62.3819	0	
7.2593	-151.449	6.94617	0	
7.2600	-53.7672	28.5861	0	
7.2607	14.5685	-18.4341	0	
7.2613	-9.22322	-60.5118	0	
7.2620	1.46733	-70.2631	0	
7.2627	48.1599	-50.1593	0	
7.2633	37.7837	-19.0352	0	
7.2640	9.38043	-1.93691	0	
7.2647	-2.82985	25.2466	0	
7.2653	-19.0229	59.4431	0	
7.2660	17.0315	52.0962	0	
7.2667	118.33	23.1094	0	
7.2673	193.425	12.089	0	
7.2680	197.985	14.2263	0	
7.2687	156.166	39.2726	0	
7.2693	83.533	56.3708	0	
7.2700	-11.6862	-9.88493	0	
7.2707	-111.779	-99.9179	0	
7.2713	-176.761	-96.8456	0	
7.2720	-178.909	-46.4859	0	
7.2727	-142.907	-19.9034	0	
7.2733	-73.9429	19.4359	0	
7.2740	39.5655	64.3188	0	
7.2747	137.877	55.7697	0	
7.2753	179.643	21.9071	0	
7.2760	211.4	14.5602	0	
7.2767	203.802	20.6381	0	
7.2773	82.6421	11.2207	0	
7.2780	-77.6113	-4.34135	0	
7.2787	-180.115	3.53987	0	
7.2793	-235.664	30.4563	0	
7.2800	-221.357	38.6714	0	
7.2807	-128.863	26.7828	0	
7.2813	-69.3313	20.371	0	
7.2820	-70.2746	6.61222	0	
7.2827	-50.1512	-23.3097	0	
7.2833	-19.5993	-49.8254	0	
7.2840	-5.55489	-72.4004	0	
7.2847	11.2146	-86.1592	0	
7.2853	0.209619	-65.7214	0	
7.2860	-7.07463	-28.1854	0	
7.2867	65.2438	2.93876	0	
7.2873	138.139	39.8737	0	
7.2880	115.29	78.0108	0	
7.2887	47.2166	113.142	0	
7.2893	-20.5426	153.083	0	
7.2900	-88.3018	112.808	0	
7.2907	-142.593	-67.2576	0	
7.2913	-177.39	-217.068	0	
7.2920	-156.952	-178.329	0	
7.2927	-51.9854	-60.5118	0	
7.2933	59.7413	3.27271	0	
7.2940	90.5552	22.7754	0	
7.2947	74.3622	10.2857	0	
7.2953	86.5725	-13.4916	0	
7.2960	115.605	-1.3358	0	
7.2967	89.9263	15.7625	0	
7.2973	21.5907	1.13543	0	
7.2980	-10.4809	-20.8385	0	
7.2987	-2.20099	-55.035	0	
7.2993	13.0488	-88.5636	0	
7.3000	24.3157	-59.9107	0	
7.3007	2.67264	1.13543	0	
7.3013	-26.3071	16.6975	0	
7.3020	4.82123	-9.55098	0	
7.3027	44.4915	-42.8124	0	
7.3033	27.9841	-54.0999	0	
7.3040	0.838474	-31.8589	0	
7.3047	-37.941	-3.47308	0	
7.3053	-106.905	28.319	0	
7.3060	-112.408	56.9719	0	
7.3067	-26.3071	23.3765	0	
7.3073	36.8405	-50.4265	0	
7.3080	47.8454	-81.5507	0	
7.3087	87.2013	-58.3745	0	
7.3093	164.079	19.7699	0	
7.3100	199.819	89.2983	0	
7.3107	146.995	22.5082	0	
7.3113	19.7565	-73.0015	0	
7.3120	-131.902	-8.94987	0	
7.3127	-222.877	82.0182	0	
7.3133	-196.622	71.9329	0	
7.3140	-122.47	65.521	0	
7.3147	-87.6729	34.0629	0	
7.3153	-65.7154	-69.662	0	
7.3160	-19.0229	-72.1333	0	
7.3167	24.3157	21.9071	0	
7.3173	71.6371	10.2857	0	
7.3180	135.414	-41.8774	0	
7.3187	162.559	19.7699	0	
7.3193	139.711	99.3836	0	
7.3200	101.822	97.2463	0	
7.3207	36.8405	70.3967	0	
7.3213	-54.7104	60.6454	0	
7.3220	-120.635	59.4431	0	
7.3227	-149.615	63.3838	0	
7.3233	-151.764	59.1092	0	
7.3240	-125.195	38.3375	0	
7.3247	-106.591	22.5082	0	
7.3253	-98.9399	18.8348	0	
7.3260	-48.0026	0.20037	0	
7.3267	29.5038	-29.0537	0	
7.3273	66.4491	-27.2503	0	
7.3280	67.9688	4.20777	0	
7.3287	65.8202	28.5861	0	
7.3293	61.8899	35.5991	0	
7.3300	53.0335	-1.3358	0	
7.3307	45.068	-83.6879	0	
7.3313	47.2166	-109.335	0	
7.3320	35.6351	-32.126	0	
7.3327	-10.7429	39.8737	0	
7.3333	-28.4557	47.4877	0	
7.3340	17.608	43.2132	0	
7.3347	58.798	44.1482	0	
7.3353	75.3055	31.9256	0	
7.3360	78.9738	9.35061	0	
7.3367	15.1973	-24.8459	0	
7.3373	-78.8166	-48.6232	0	
7.3380	-84.0046	-36.4006	0	
7.3387	-16.2454	-26.9164	0	
7.3393	41.7141	-45.2837	0	
7.3400	67.9688	-47.4209	0	
7.3407	54.5532	-36.7345	0	
7.3413	20.9619	-60.2446	0	
7.3420	1.46733	-78.5451	0	
7.3427	-14.0968	-37.0017	0	
7.3433	-6.18375	-5.61036	0	
7.3440	51.5138	-41.0091	0	
7.3447	80.1791	-71.1982	0	
7.3453	27.4076	-60.5118	0	
7.3460	-28.7701	-60.2446	0	
7.3467	-46.1685	-67.2576	0	
7.3473	-74.5194	-49.2243	0	
7.3480	-103.866	-8.01481	0	
7.3487	-68.7549	51.4951	0	
7.3493	14.8829	79.2798	0	
7.3500	75.8819	45.3504	0	
7.3507	97.263	31.3245	0	
7.3513	95.4288	54.8346	0	
7.3520	76.1963	40.8087	0	
7.3527	42.0285	15.7625	0	
7.3533	-41.8713	20.6381	0	
7.3540	-169.162	32.2596	0	
7.3547	-187.451	49.625	0	
7.3553	-37.941	-7.4137	0	
7.3560	80.1791	-165.773	0	
7.3567	56.9638	-169.78	0	
7.3573	23.4249	34.0629	0	
7.3580	33.4866	107.332	0	
7.3587	21.5907	26.7828	0	
7.3593	0.524046	36.5342	0	
7.3600	-12.2627	13.9591	0	
7.3607	-35.1635	-142.597	0	
7.3613	-20.857	-173.721	0	
